drug_conc,Metadata_plate,Metadata_well,Metadata_Row_as_num,Metadata_Col,Metadata_treatment_new,Metadata_treatment_old,Metadata_type,Metadata_Drug_name,Metadata_dil_factor,Metadata_concentration_uM,cell_count_POC_A,cell_count_POC_C2,cell_count_POC_C1,cell_count_POC_B,ObjectArea_NUC_A,ObjectShapeP2A_NUC_A,ObjectShapeLWR_NUC_A,ObjectTotalInten_NUC_A,ObjectAvgInten_NUC_A,ObjectVarInten_NUC_A,ObjectSize_NUC_A,RingTotalInten_RNA,RingAvgInten_RNA,CircTotalInten_RNA,CircAvgInten_RNA,RingSpotTotalInten_RNA,RingSpotAvgInten_RNA,RingSpotTotalArea_RNA,RingSpotAvgArea_RNA,RingSpotCount_RNA,CircSpotTotalInten_RNA,CircSpotAvgInten_RNA,CircSpotTotalArea_RNA,CircSpotAvgArea_RNA,CircSpotCount_RNA,TotalInten_RNA,AvgInten_RNA,RingTotalInten_PMG,RingAvgInten_PMG,CircTotalInten_PMG,CircAvgInten_PMG,RingSpotTotalInten_PMG,RingSpotAvgInten_PMG,RingSpotTotalArea_PMG,RingSpotAvgArea_PMG,RingSpotCount_PMG,CircSpotTotalInten_PMG,CircSpotAvgInten_PMG,CircSpotTotalArea_PMG,CircSpotAvgArea_PMG,CircSpotCount_PMG,TotalInten_PMG,AvgInten_PMG,RingTotalInten_MITO,RingAvgInten_MITO,RingSpotTotalInten_MITO,RingSpotAvgInten_MITO,RingSpotTotalArea_MITO,RingSpotAvgArea_MITO,RingSpotCount_MITO,TotalInten_MITO,AvgInten_MITO,CircTotalInten_NUC_Tex,CircAvgInten_NUC_Tex,CircSpotTotalInten_NUC_Tex,CircSpotAvgInten_NUC_Tex,CircSpotTotalArea_NUC_Tex,CircSpotAvgArea_NUC_Tex,CircSpotCount_NUC_Tex,TotalInten_NUC_Tex,AvgInten_NUC_Tex,ObjectArea_NUC_B,ObjectShapeP2A_NUC_B,ObjectShapeLWR_NUC_B,ObjectTotalInten_NUC_B,ObjectAvgInten_NUC_B,ObjectVarInten_NUC_B,ObjectSize_NUC_B,RingTotalInten_Lyso,RingAvgInten_Lyso,CircTotalInten_Lyso,CircAvgInten_Lyso,RingSpotTotalInten_Lyso,RingSpotAvgInten_Lyso,RingSpotTotalArea_Lyso,RingSpotAvgArea_Lyso,RingSpotCount_Lyso,CircSpotTotalInten_Lyso,CircSpotAvgInten_Lyso,CircSpotTotalArea_Lyso,CircSpotAvgArea_Lyso,CircSpotCount_Lyso,TotalInten_Lyso,AvgInten_Lyso,RingTotalInten_Perox,RingAvgInten_Perox,CircTotalInten_Perox,CircAvgInten_Perox,RingSpotTotalInten_Perox,RingSpotAvgInten_Perox,RingSpotTotalArea_Perox,RingSpotAvgArea_Perox,RingSpotCount_Perox,CircSpotTotalInten_Perox,CircSpotAvgInten_Perox,CircSpotTotalArea_Perox,CircSpotAvgArea_Perox,CircSpotCount_Perox,TotalInten_Perox,AvgInten_Perox,RingTotalInten_Lipids,RingAvgInten_Lipids,CircTotalInten_Lipids,CircAvgInten_Lipids,RingSpotTotalInten_Lipids,RingSpotAvgInten_Lipids,RingSpotTotalArea_Lipids,RingSpotAvgArea_Lipids,RingSpotCount_Lipids,CircSpotTotalInten_Lipids,CircSpotAvgInten_Lipids,CircSpotTotalArea_Lipids,CircSpotAvgArea_Lipids,CircSpotCount_Lipids,TotalInten_Lipids,AvgInten_Lipids,ObjectArea_NUC_C1,ObjectShapeP2A_NUC_C1,ObjectShapeLWR_NUC_C1,ObjectTotalInten_NUC_C1,ObjectAvgInten_NUC_C1,ObjectVarInten_NUC_C1,ObjectSize_NUC_C1,RingTotalInten_ER,RingAvgInten_ER,CircTotalInten_ER,CircAvgInten_ER,RingSpotTotalInten_ER,RingSpotAvgInten_ER,RingSpotTotalArea_ER,RingSpotAvgArea_ER,RingSpotCount_ER,CircSpotTotalInten_ER,CircSpotAvgInten_ER,CircSpotTotalArea_ER,CircSpotAvgArea_ER,CircSpotCount_ER,TotalInten_ER,AvgInten_ER,ObjectArea_NUC_C2,ObjectShapeP2A_NUC_C2,ObjectShapeLWR_NUC_C2,ObjectTotalInten_NUC_C2,ObjectAvgInten_NUC_C2,ObjectVarInten_NUC_C2,ObjectSize_NUC_C2,RingTotalInten_TUB,RingAvgInten_TUB,CircTotalInten_TUB,CircAvgInten_TUB,RingSpotTotalInten_TUB,RingSpotAvgInten_TUB,RingSpotTotalArea_TUB,RingSpotAvgArea_TUB,RingSpotCount_TUB,CircSpotTotalInten_TUB,CircSpotAvgInten_TUB,CircSpotTotalArea_TUB,CircSpotAvgArea_TUB,CircSpotCount_TUB,TotalInten_TUB,AvgInten_TUB,RingTotalInten_ACT,RingAvgInten_ACT,CircTotalInten_ACT,CircAvgInten_ACT,RingSpotTotalInten_ACT,RingSpotAvgInten_ACT,RingSpotTotalArea_ACT,RingSpotAvgArea_ACT,RingSpotCount_ACT,CircSpotTotalInten_ACT,CircSpotAvgInten_ACT,CircSpotTotalArea_ACT,CircSpotAvgArea_ACT,CircSpotCount_ACT,TotalInten_ACT,AvgInten_ACT
digitoxin_0.15625_0.03125,2,E02,5,2,digitoxin,Digitoxin,treated,digitoxin,0.03125,0.15625,1.018883415,1.029637761,1.042709867,1.228362878,0.053838307,0.25607299,0.213609082,0.205030449,0.214588243,0.047633533,0.049262543,0.032231259,0.082738627,0.047028501,0.128250284,2.065721353,0.145549109,2.474949678,0.924559862,0.853789905,0.08344572,0.240864886,0.128617,0.102802585,0.211615936,0.047028501,0.128250284,0.084386453,0.298402244,0.122054305,0.24773434,0.16342114,0.095335723,0.187024017,0.264652208,0.124532049,0.107475504,0.13324647,0.134900146,0.675226533,0.192837772,0.122054305,0.24773434,0.52956261,0.969196257,0.547007478,0.638021578,0.31960661,0.192242754,0.169388436,0.513922503,0.703360129,0.203197752,0.212985758,0.152572818,0.12803184,0.138525876,0.220452412,0.186160344,0.203197752,0.212985758,0.393392031,0.143729142,0.04919337,0.240117035,0.355488725,0.340923468,0.376991457,0.284385011,0.134247033,0.16860515,0.496279983,0.343861965,0.14274358,0.50551627,0.124290461,0.458903697,0.08593119,0.194133812,0.092741665,0.130419815,0.205542338,0.16860515,0.496279983,0.340530013,0.189350322,0.224932688,0.562665782,0.221487508,0.253599811,0.150616569,0.474414575,0.202226288,0.275534544,0.187738163,0.185972495,0.300122959,0.10881234,0.224932688,0.562665782,0.061964353,0.583372414,0.143403268,0.178517389,0.151389435,0.685695925,0.233012109,0.107221947,0.333794829,0.582296341,0.355509894,0.65040933,0.264955111,0.550817123,0.143403268,0.178517389,0.097753545,0.250942956,0.357265229,0.083881323,0.140124842,0.156765889,0.084786222,0.029009145,0.15554885,0.114811268,0.099607489,0.269100319,0.128788861,0.252034672,0.094640634,0.249393732,0.111513066,0.06590342,0.110401317,0.26847414,0.055458783,0.114811268,0.099607489,0.040434371,0.310700822,0.330091492,0.2934675,0.433704821,0.190289897,0.048055222,0.047028908,0.140295299,0.040416204,0.193201706,0.041419727,0.110523629,0.029497546,0.19480831,0.163994771,0.238958857,0.272843862,0.215002718,0.162992568,0.309645578,0.040416204,0.193201706,0.109967685,0.100117791,0.066820029,0.176379886,0.062436451,0.114354678,0.246372186,0.301520927,0.313092505,0.358856486,0.194999312,0.501688526,0.374115339,0.281665106,0.066820029,0.176379886
digitoxin_0.3125_0.0625,2,D23,4,23,digitoxin,Digitoxin,treated,digitoxin,0.0625,0.3125,1.03817734,1.092206367,1.030191458,0.888425443,0.089387805,0.158554629,0.19747253,0.192341276,0.150618242,0.052715283,0.085554843,0.259460185,0.188443859,0.283010389,0.113064446,2.260672688,0.213206082,2.60112086,0.836097875,0.99647474,0.313437541,0.18701594,0.149635028,0.166919952,0.199415985,0.283010389,0.113064446,0.206822778,0.454740071,0.195221184,0.428849959,0.047033555,0.349833468,0.088009161,0.18935028,0.10076518,0.148584648,0.408985807,0.114388735,0.486293326,0.069215522,0.195221184,0.428849959,0.403536421,0.727316042,0.522840507,0.500300546,0.26082634,0.326463529,0.134945825,0.356552418,0.434268604,0.201536961,0.163472379,0.128782157,0.122040139,0.128827891,0.416880741,0.221083228,0.201536961,0.163472379,0.485898903,0.19827829,0.132982234,0.401020552,0.194946216,0.188328273,0.455787242,0.061763051,0.143086252,0.366024061,0.261432548,1.409812035,0.106451133,1.545644226,0.439463087,0.962093108,0.343788289,0.212652253,0.389279842,0.314842091,0.39128065,0.366024061,0.261432548,0.094087679,0.096909228,0.185662765,0.263458635,0.091701126,0.32281939,0.275203,0.132430513,0.327852899,0.079882832,0.283505252,0.133795989,0.061356085,0.208481783,0.185662765,0.263458635,0.456032096,0.895148934,0.757086385,0.625189146,0.422208883,0.984963128,0.354120722,0.255292655,0.581749324,0.183333751,0.423153852,0.546141978,0.130157521,0.645668791,0.757086385,0.625189146,0.048896137,0.152908872,0.200492294,0.133183427,0.131821985,0.139153916,0.033369962,0.220978074,0.830566355,0.111620769,0.576111357,0.340149036,0.328718399,0.340123205,0.318052609,0.162699174,0.051320904,0.386617032,0.036968401,0.255853364,0.2575937,0.111620769,0.576111357,0.055779857,0.19429332,0.216094522,0.405973317,0.558924812,0.394872989,0.062079753,0.207265255,0.438356948,0.140687726,0.157912581,0.06352014,0.487791493,0.172930584,0.222770632,0.468201725,0.130548426,0.33351238,0.202484251,0.273731171,0.433141336,0.140687726,0.157912581,0.09282389,0.06230908,0.10680932,0.099918101,0.291653666,0.288336686,0.588363976,0.932169946,0.750185696,0.498033275,0.267485991,0.708741692,0.348437955,0.693202624,0.10680932,0.099918101
digitoxin_0.625_0.125,2,D21,4,21,digitoxin,Digitoxin,treated,digitoxin,0.125,0.625,1.10591133,1.070801317,1.050810015,1.040667362,0.234229997,0.182519831,0.17876926,0.064129331,0.262773623,0.150036672,0.217279764,0.137885883,0.286191364,0.172697111,0.129731244,1.165337396,0.120831704,1.466107614,0.407396068,0.583906776,0.17677292,0.170735553,0.141845536,0.165289249,0.193411962,0.172697111,0.129731244,0.23202243,0.538786423,0.262814849,0.346886477,0.512080799,0.403754426,0.600681047,0.294054002,0.440581143,0.270592913,0.277794532,0.275096078,0.876764974,0.228525982,0.262814849,0.346886477,0.131698938,0.260780144,0.420136647,0.121367593,0.654768955,0.616511849,0.190306045,0.20854896,0.152954345,0.064167781,0.263551265,0.066237833,0.232446043,0.236062342,0.252613291,0.428657681,0.064167781,0.263551265,0.624885219,0.262501506,0.051156214,0.421476699,0.404855979,0.335812884,0.577935136,0.049659485,0.14475718,0.427253339,0.309500933,1.674321225,0.224617065,2.599346989,0.353784325,1.08544267,0.279069777,0.413426111,0.352024432,0.309382494,0.464038409,0.427253339,0.309500933,0.067878993,0.102540881,0.137844887,0.424510305,0.136214413,0.593128242,0.176350887,0.063638443,0.114778263,0.289596596,0.534109124,0.050709902,0.060765311,0.132434629,0.137844887,0.424510305,0.346677548,0.804814018,0.599489385,0.314036018,0.22678248,0.579873139,0.484019937,0.196914626,0.706502561,0.485149774,0.339769011,0.683411921,0.160130479,0.732774728,0.599489385,0.314036018,0.083356495,0.17198196,0.266210314,0.289287056,0.354915275,0.194498547,0.053445053,0.368774693,1.019085515,0.287884735,0.738505063,0.175055527,0.517419157,0.182908977,0.263168656,0.049092392,0.155111119,0.553522895,0.070418097,0.18526353,0.202603993,0.287884735,0.738505063,0.050741463,0.325498561,0.249293553,0.179236191,0.29934031,0.215646077,0.058007379,0.256196044,0.360871725,0.148264351,0.169741943,0.04199948,0.250004892,0.042095464,0.140330719,0.13568436,0.101370613,0.264400065,0.078877583,0.052357893,0.163664634,0.148264351,0.169741943,0.333856483,0.361430266,0.21304614,0.247597323,0.089686977,0.431413417,0.307988769,0.173981604,0.289818738,0.204833713,0.304968218,0.388480936,0.304137478,0.209279625,0.21304614,0.247597323
digitoxin_1.25_0.25,2,D20,4,20,digitoxin,Digitoxin,treated,digitoxin,0.25,1.25,1.130541872,1.079034029,1.021354934,1.009384776,0.090083023,0.236712606,0.201465013,0.079930772,0.057717519,0.086002548,0.085750195,0.113329921,0.183470852,0.124844937,0.067022116,1.137051148,0.188961113,1.699957277,0.525298637,0.587645252,0.159247479,0.153829531,0.177085519,0.222832707,0.250020447,0.124844937,0.067022116,0.130788212,0.50458526,0.222022191,0.388646889,0.212100386,0.273432361,0.27681675,0.22385912,0.133888865,0.13494017,0.253777668,0.119353462,0.634180506,0.273590869,0.222022191,0.388646889,0.071545064,0.386896269,0.171988999,0.191069963,0.269778964,0.283421064,0.086879618,0.152796233,0.15947669,0.081140905,0.058843266,0.085313763,0.058526306,0.138212398,0.137442515,0.119899903,0.081140905,0.058843266,0.301518438,0.283301734,0.108056293,0.31600471,0.086107634,0.146835271,0.291829551,0.047874413,0.12779047,0.198597246,0.199884703,1.937792099,0.178915231,2.825865527,0.665036958,1.087704055,0.415352042,0.361000742,0.509200292,0.413984068,0.623686101,0.198597246,0.199884703,0.145997479,0.118347626,0.078607375,0.329133846,0.118917698,0.301409934,0.033038612,0.051765949,0.038432738,0.114777267,0.25961916,0.05353272,0.083530711,0.137197108,0.078607375,0.329133846,0.215352589,0.584801972,0.480731963,0.359479328,0.180527652,0.596290016,0.22331942,0.176542088,0.400057203,0.46750654,0.357279392,0.495601367,0.221823958,0.519147198,0.480731963,0.359479328,0.12821756,0.131256887,0.186266367,0.286320493,0.129054641,0.188896523,0.107936693,0.22088399,0.429110463,0.247090933,0.295944245,0.234773147,0.144291051,0.252013135,0.304205516,0.145030496,0.085526399,0.210584922,0.062838257,0.199828893,0.206060981,0.247090933,0.295944245,0.118724269,0.255715055,0.217443366,0.193321655,0.528931861,0.311576135,0.11806156,0.261146297,0.218021866,0.215628868,0.134984469,0.115356118,0.136721754,0.078573502,0.213358823,0.143076183,0.104833004,0.177119555,0.073280432,0.165660093,0.121813331,0.215628868,0.134984469,0.296737201,0.141071933,0.223180182,0.093234613,0.212685028,0.153986541,0.054408622,0.101038769,0.058140657,0.133984355,0.109468724,0.033612158,0.166621438,0.088766612,0.223180182,0.093234613
digitoxin_2.5_0.5,2,D19,4,19,digitoxin,Digitoxin,treated,digitoxin,0.5,2.5,1.094006568,1.178375412,1.109720177,1.093847758,0.219883366,0.241758379,0.214017416,0.056162047,0.246933078,0.170667146,0.200261748,0.192590929,0.107272262,0.254710869,0.064084878,1.244837216,0.156562199,1.779805604,0.728712302,0.496309819,0.215895564,0.149680893,0.131671972,0.138887426,0.148141483,0.254710869,0.064084878,0.271390693,0.706849283,0.345366326,0.413428542,0.292394235,0.480487253,0.417941426,0.320096871,0.262234866,0.125967365,0.38989446,0.2438641,0.801487247,0.171164033,0.345366326,0.413428542,0.230142905,0.472748688,0.192210247,0.288795184,0.407694174,0.408050853,0.097156125,0.349891434,0.213733778,0.055298288,0.246081558,0.119084216,0.237036418,0.338668769,0.201976968,0.455548075,0.055298288,0.246081558,0.299892749,0.213497335,0.08275765,0.362731802,0.053649746,0.081421669,0.285423885,0.084259251,0.203872533,0.223738697,0.174819087,0.586807526,0.0627928,0.735729816,0.291938727,0.786498797,0.146823698,0.082449422,0.255907694,0.117367159,0.282206127,0.223738697,0.174819087,0.05091016,0.054775104,0.051394702,0.230672849,0.045711211,0.239211888,0.100285032,0.050740194,0.094719602,0.080801877,0.207197245,0.056778172,0.051020244,0.075692954,0.051394702,0.230672849,0.210910826,0.591478311,0.431469972,0.326604095,0.298549692,0.811167543,0.599275879,0.212160359,0.770771705,0.508383815,0.425715824,0.801999655,0.227056677,0.841164013,0.431469972,0.326604095,0.091379477,0.100057755,0.212060824,0.237924408,0.375049185,0.266666296,0.077959172,0.124469893,0.302198639,0.149383298,0.216341367,0.265590811,0.081289708,0.298716914,0.235909855,0.224634381,0.077912076,0.149549216,0.056059507,0.064035902,0.09731701,0.149383298,0.216341367,0.068221836,0.258441882,0.269770246,0.178739345,0.367260424,0.20262839,0.072414216,0.197262832,0.213801224,0.157311421,0.178618662,0.03654007,0.18640393,0.061562061,0.092171057,0.096556334,0.149732401,0.18793175,0.080015239,0.202719597,0.085956117,0.157311421,0.178618662,0.259387254,0.191715224,0.213884503,0.176477683,0.169696403,0.175681803,0.061702709,0.189023588,0.225011846,0.210152835,0.219522676,0.060239913,0.223469185,0.12156089,0.213884503,0.176477683
digitoxin_5_1,2,D18,4,18,digitoxin,Digitoxin,treated,digitoxin,1,5,1.108784893,1.164654226,1.122974963,1.022940563,0.120633944,0.294664797,0.278653348,0.071090686,0.084286087,0.134468086,0.116150231,0.24199249,0.122342656,0.170456463,0.158299545,2.042721974,0.23677299,2.5614278,0.862485055,0.931088569,0.158205271,0.289360073,0.158328038,0.152028671,0.299935345,0.170456463,0.158299545,0.191494928,0.624723508,0.269601114,0.407650624,0.212810674,0.411600584,0.327340308,0.232111712,0.239793541,0.130419762,0.328327806,0.219817546,0.711800333,0.1799948,0.269601114,0.407650624,0.239931358,0.584235108,0.133427396,0.380782092,0.100606584,0.14179832,0.156091257,0.272141833,0.319406725,0.072309065,0.082616248,0.067971319,0.101416092,0.150084239,0.20712243,0.148384486,0.072309065,0.082616248,0.256972396,0.160192901,0.065653667,0.411941606,0.216757249,0.104825088,0.242736195,0.114357858,0.092651192,0.119488662,0.294260654,0.151029356,0.022711161,0.286307984,0.121618575,0.305170459,0.12723176,0.109785809,0.147501968,0.090168751,0.177766529,0.119488662,0.294260654,0.087911754,0.057208458,0.100215256,0.301842949,0.037080999,0.096079394,0.081238591,0.056148985,0.111455253,0.144509415,0.112304053,0.078944817,0.089827608,0.062857501,0.100215256,0.301842949,0.373466288,1.085641192,0.625478711,0.752884787,0.300718239,0.868921396,0.487828588,0.186866346,0.657811243,0.492369898,0.439508295,0.762512333,0.237895177,0.771605024,0.625478711,0.752884787,0.038443977,0.153643406,0.263004383,0.247877181,0.368896032,0.272875774,0.028992518,0.249175355,0.689445767,0.224383229,0.572089315,0.309387386,0.377077587,0.241563659,0.191633166,0.26086168,0.108880382,0.325645597,0.050540873,0.116742978,0.155913403,0.224383229,0.572089315,0.089780413,0.319293336,0.264054024,0.124518238,0.401190494,0.237886741,0.101124242,0.264965122,0.336677585,0.207785126,0.103806729,0.155991614,0.249250708,0.09387682,0.18449612,0.178223953,0.077642517,0.227787733,0.081220693,0.14926755,0.19694751,0.207785126,0.103806729,0.389363022,0.285598745,0.295736846,0.209307409,0.288234598,0.164194002,0.078002673,0.269400069,0.305450322,0.092149968,0.226107071,0.156404431,0.115776971,0.162234464,0.295736846,0.209307409
desipramine_0.3125_0.015625,2,E12,5,12,desipramine,Desipramine,treated,desipramine,0.015625,0.3125,0.822249589,0.987925357,0.972017673,0.620437956,0.569722445,0.224487097,0.117153041,0.316253169,0.396117003,0.177103888,0.514840642,0.399676828,0.322786763,0.374884206,0.076510928,1.2338979,0.171704596,1.388033685,0.674507833,0.378247369,0.174007592,0.166421746,0.161375862,0.223841314,0.192995722,0.374884206,0.076510928,0.65958445,0.096169471,0.67965279,0.324201875,0.276451991,0.238495091,0.200003725,0.179163048,0.145025657,0.30997766,0.309504204,0.113176618,0.178479278,0.035609271,0.67965279,0.324201875,0.422944495,0.34497585,0.242800612,0.1783941,0.3031289,0.121472216,0.261670778,0.292834302,0.300540281,0.326958169,0.369459695,0.117820663,0.27661673,0.199074369,0.417201053,0.469070776,0.326958169,0.369459695,1.60242418,0.381050696,0.326960172,0.93560468,0.867091288,0.512655212,1.392713885,0.950916653,0.416205383,1.469724665,0.112921782,1.544204115,0.057510969,1.47565805,0.467080013,1.513917275,0.751231866,0.115116872,0.850351248,0.272712925,0.713435907,1.469724665,0.112921782,0.976712319,0.30678563,1.102773026,0.084719321,0.469426424,0.151507218,0.605306808,0.412785337,0.322935135,0.662881042,0.183082332,0.670308398,0.344147834,0.485016546,1.102773026,0.084719321,1.189603646,0.523572019,1.57285039,0.353127224,1.143051204,0.175132964,1.126509864,0.192300734,1.019339866,2.246010668,0.210778698,2.048202539,0.392850055,1.370795554,1.57285039,0.353127224,0.134666536,0.3170847,0.225872283,0.173627012,0.23395522,0.170972956,0.125727558,0.253196794,0.107929979,0.149315257,0.114498208,0.232748611,0.104010016,0.205705429,0.237067785,0.106340768,0.097045345,0.100204651,0.08313373,0.159660289,0.042421229,0.149315257,0.114498208,0.132744892,0.356464337,0.22507437,0.197367787,0.472836043,0.346644614,0.126638142,0.22900404,0.131747547,0.069379234,0.18005822,0.174694308,0.134116512,0.189112638,0.167363939,0.290396903,0.223411354,0.231120931,0.18646921,0.254918779,0.050316763,0.069379234,0.18005822,0.312230228,0.193369099,0.165712472,0.100082741,0.149100826,0.144498409,0.213540379,0.545994869,0.32614112,0.475720017,0.118349596,0.574046974,0.259158598,0.433356728,0.165712472,0.100082741
desipramine_0.625_0.03125,2,E10,5,10,desipramine,Desipramine,treated,desipramine,0.03125,0.625,0.550492611,0.834248079,0.817378498,0.640250261,1.376884044,0.046939215,0.120152828,0.978203041,0.322869139,0.172246549,1.19316666,0.87167866,0.448398626,0.833887743,0.212235611,1.049481685,0.141028752,1.093511226,0.459043537,0.21240114,0.494187293,0.151403749,0.386619738,0.308340961,0.309105282,0.833887743,0.212235611,1.301520977,0.274632766,1.230633195,0.241702098,0.938747006,0.282013653,1.037252507,0.164354314,1.264604969,0.608217053,0.13388556,0.498947465,0.647719914,0.733737203,1.230633195,0.241702098,1.197728475,0.275734809,0.99216197,0.207890923,1.143370195,0.190319915,1.257977075,1.032109845,0.218656759,0.984462991,0.311672003,0.41700015,0.268222465,0.787345734,0.557150034,0.828269942,0.984462991,0.311672003,1.392876645,0.373400717,0.499674121,0.576598758,1.078163172,0.575167129,1.213723221,0.92861454,0.291778883,1.392201387,0.217990061,0.914259746,0.067123351,0.48586068,0.337419032,1.121507339,0.460476038,0.09116886,0.483795239,0.117014649,0.406003988,1.392201387,0.217990061,1.138879447,0.409972705,1.32869708,0.354495588,0.583164739,0.061154503,0.690107425,0.427957096,0.375955963,0.740639263,0.156982214,0.729131287,0.247690498,0.524889358,1.32869708,0.354495588,1.270367861,0.628873554,1.686702115,0.779604394,1.149574911,0.194712115,0.998816787,0.254408487,0.716827113,2.722524741,0.395034807,2.230935189,0.456929605,1.377883353,1.686702115,0.779604394,0.512769811,0.110675152,0.155186264,0.484002567,0.256127047,0.207177507,0.447743985,0.50913834,0.132509304,0.505050252,0.098457302,0.28263076,0.183224839,0.271469279,0.389921041,0.036516265,0.270553548,0.085332262,0.259718888,0.078175606,0.191948282,0.505050252,0.098457302,0.328772549,0.447360625,0.281033476,0.171544064,0.165481503,0.080429922,0.295104103,0.464187693,0.07126178,0.347710696,0.209794934,0.210556149,0.116468171,0.207686052,0.186253743,0.48757521,0.192918551,0.300127076,0.108692844,0.13090122,0.204520271,0.347710696,0.209794934,0.637746382,0.26166483,0.506315031,0.240641013,0.419734072,0.162186887,0.145541641,0.091125908,0.233521491,0.184440715,0.257144265,0.117472122,0.393514874,0.230579153,0.506315031,0.240641013
desipramine_1.25_0.0625,2,E09,5,9,desipramine,Desipramine,treated,desipramine,0.0625,1.25,0.488505747,0.782107574,0.771723122,0.617309698,1.833805448,0.184784713,0.08227138,1.235520112,0.423524817,0.143488657,1.565976949,1.39122596,0.260437174,1.282889209,0.213140883,0.541349868,0.129279862,0.619536214,0.475176759,0.645045229,0.679685524,0.222066214,0.600167724,0.358965885,0.669709338,1.282889209,0.213140883,1.699483411,0.213235957,1.682581332,0.337119753,0.896407239,0.123118876,0.922028077,0.342164093,1.66681569,0.809542791,0.154082739,0.682794692,0.535727906,1.263406777,1.682581332,0.337119753,1.465617181,0.313412133,0.592283462,0.285305316,0.709572306,0.485257703,1.757419181,1.326302564,0.266724347,1.229653287,0.423349425,0.541677196,0.343483163,1.060572871,0.6861281,1.427971459,1.229653287,0.423349425,1.608003943,0.354126448,0.503479989,0.630029978,1.288847805,0.718357311,1.394658719,1.103030295,0.613102617,1.609001345,0.300048216,2.816257078,0.142477664,3.190145215,0.60807588,2.372907664,0.876334436,0.377001987,0.978924711,0.472329814,1.14349257,1.609001345,0.300048216,1.005038858,0.298090328,1.165007679,0.131422811,0.293635793,0.333298507,0.541836531,0.261089658,0.41820048,0.394187408,0.321360353,0.558198502,0.193863583,0.509549476,1.165007679,0.131422811,1.315396609,0.63266621,1.806457128,0.594234821,1.447055545,0.201038865,1.275322754,0.180966583,1.016891791,3.205637834,0.378399501,2.663560221,0.454389805,1.770143718,1.806457128,0.594234821,0.767257462,0.180284673,0.162745838,0.619099277,0.244299125,0.184533269,0.674238532,0.732984783,0.106343201,0.703267433,0.082416785,0.221931401,0.195529984,0.131462846,0.498185121,0.18790703,0.26932487,0.07614344,0.263255061,0.094418741,0.30449793,0.703267433,0.082416785,0.664605268,0.412475762,0.19123631,0.437903887,0.163998844,0.117820855,0.607762392,0.763527986,0.124507601,0.620705044,0.10455831,0.472759722,0.0750795,0.472466847,0.212498472,0.756928925,0.216057078,0.144495985,0.164272035,0.145111823,0.235023772,0.620705044,0.10455831,0.923930234,0.268573328,0.707789015,0.144168694,0.692318538,0.108424468,0.482367843,0.105129147,0.408736115,0.285053259,0.180455703,0.155547432,0.226546954,0.408676581,0.707789015,0.144168694
desipramine_10_0.5,2,E06,5,6,desipramine,Desipramine,treated,desipramine,0.5,10,0.243431856,0.31284303,0.319587629,0.114702815,0.871628218,0.379943181,0.160203695,0.598936875,1.463451035,0.5522853,0.764915668,1.751250877,2.500444505,1.426438147,2.291360574,0.937220988,0.400273741,1.185980516,0.780022925,3.086852242,0.771957945,2.446542731,1.040897012,0.893354846,3.033962706,1.426438147,2.291360574,0.078603158,1.856972952,0.580316955,0.766640473,2.076306226,1.468286746,3.257642181,0.658862439,2.966180639,1.706364482,0.962802245,1.73184353,3.547298866,0.473370086,0.580316955,0.766640473,0.889834904,2.548768175,1.124458751,1.527831822,2.727360437,1.250592123,1.590941873,0.22716045,1.221767623,0.592152894,1.450877489,0.801552903,0.970677029,0.41834441,0.658058683,0.707704828,0.592152894,1.450877489,0.179010262,1.213987516,0.878679312,1.193248553,1.611295718,0.428821634,0.195168376,0.759169034,1.24473647,0.335987416,0.998784279,10.78383366,0.537764976,12.61232886,1.564770489,11.45337843,9.348527733,1.117942615,12.08937823,2.489721469,13.6831111,0.335987416,0.998784279,0.269772921,0.854225663,0.562022637,0.966643113,1.304819989,1.208656614,10.31872052,1.2253779,5.796107464,4.564218549,0.521336945,9.203646829,0.49482031,9.088404767,0.562022637,0.966643113,3.002707435,2.207445081,6.335063374,13.17987424,13.10444348,1.758254146,11.32674378,0.770870733,9.901762292,15.1093416,2.239430658,13.15750432,4.148692699,8.586145855,6.335063374,13.17987424,0.904944495,0.339840581,0.054581566,2.551456731,3.875625534,3.237845702,0.783100841,1.0023497,0.517813475,1.13380902,1.091942837,0.700520393,0.840858743,0.605371399,0.947338968,0.299670467,2.519838952,0.735436144,2.149065242,3.402597815,1.197107835,1.13380902,1.091942837,0.788427491,0.227053628,0.063594601,0.326961217,0.299583721,0.293818571,0.70153408,0.639803757,1.251631296,1.23312529,1.28516382,0.777680838,0.848049312,0.831361075,0.785006943,1.132306763,1.241452259,1.524952137,0.726114059,3.034990232,0.552327073,1.23312529,1.28516382,0.137166112,1.136457106,1.177960517,0.632788267,0.197699306,0.874967356,0.425499366,0.260550571,0.209054972,1.531649501,0.751357641,0.972109634,2.912751116,0.341274737,1.177960517,0.632788267
