Treatment,Metadata_treatment_old,Metadata_treatment_new,Drug_name,Metadata_dil_factor,Metadata_concentration_uM,drug_conc,Cell_count_poc,cell_count_POC_C2,cell_count_POC_C1,cell_count_POC_B,V1,V2,V3
control,NA,DMSO,DMSO,NULL,NULL,318_DMSO,1.022041763,0.974537037,0.997701149,0.890410959,-0.619014876,2.1184921,2.907327673
control,NA,DMSO,DMSO,NULL,NULL,319_DMSO,1.148491879,1.071759259,1.085057471,0.921232877,-0.542763316,2.269891082,2.758941222
control,NA,DMSO,DMSO,NULL,NULL,32_DMSO,0.902813299,0.986696231,0.939613527,1.10619469,-0.339808389,2.553846213,0.851172469
control,NA,DMSO,DMSO,NULL,NULL,320_DMSO,0.839907193,1.06712963,1.04137931,0.982876712,0.190967184,1.042631325,1.499276553
control,NA,DMSO,DMSO,NULL,NULL,321_DMSO,0.954756381,0.958333333,0.949425287,1.04109589,-0.806574166,2.666300488,2.224586743
control,NA,DMSO,DMSO,NULL,NULL,322_DMSO,0.986078886,1.173611111,1.188505747,1.085616438,-0.905545311,2.716891364,2.416528337
control,NA,DMSO,DMSO,NULL,NULL,120_DMSO,1.051787916,1.045454545,0.904328018,0.942176871,0.477726312,0.559139419,1.16064675
control,NA,DMSO,DMSO,NULL,NULL,323_DMSO,1,0.925925926,0.933333333,1.126712329,-1.089214834,1.604979414,2.310550663
control,NA,DMSO,DMSO,NULL,NULL,324_DMSO,0.880510441,1.030092593,1.020689655,0.996575342,-0.601236202,2.07114224,2.832638058
control,NA,DMSO,DMSO,NULL,NULL,325_DMSO,0.93387471,1.094907407,1.08045977,1.253424658,-1.352639872,1.263741773,1.435587994
control,NA,DMSO,DMSO,NULL,NULL,326_DMSO,1.047563805,0.907407407,0.908045977,1.496575342,-0.291030615,1.734610204,2.543947055
control,NA,DMSO,DMSO,NULL,NULL,327_DMSO,1.001160093,0.962962963,0.937931034,1.051369863,-0.767727485,2.119539596,2.590714285
control,NA,DMSO,DMSO,NULL,NULL,328_DMSO,1.038283063,0.840277778,0.843678161,0.869863014,-1.093674362,1.601537799,2.533188148
control,NA,DMSO,DMSO,NULL,NULL,329_DMSO,0.861948956,0.881944444,0.864367816,0.75,-1.688576129,1.767047743,0.728914384
control,NA,DMSO,DMSO,NULL,NULL,33_DMSO,1.060102302,1.128603104,1.084541063,0.946902655,-0.801727885,2.635563206,1.356727396
control,NA,DMSO,DMSO,NULL,NULL,330_DMSO,0.832946636,0.902777778,0.914942529,1.044520548,-1.73182997,1.815078671,0.846427366
control,NA,DMSO,DMSO,NULL,NULL,34_DMSO,0.969309463,0.858093126,0.922705314,1.09439528,-0.169751904,2.424267423,1.243917259
control,NA,DMSO,DMSO,NULL,NULL,121_DMSO,0.944512947,1.060606061,0.922551253,0.952380952,-0.26934981,1.56531136,1.802593457
control,NA,DMSO,DMSO,NULL,NULL,35_DMSO,0.797953964,0.909090909,0.968599034,1.04719764,-1.00260658,2.410346683,0.619456975
control,NA,DMSO,DMSO,NULL,NULL,36_DMSO,1.125319693,1.028824834,0.983091787,0.814159292,-1.08249658,2.509427647,1.030032477
control,NA,DMSO,DMSO,NULL,NULL,37_DMSO,0.822250639,1.015521064,1.089371981,0.8820059,-0.843625869,2.456521248,0.622326734
control,NA,DMSO,DMSO,NULL,NULL,38_DMSO,0.959079284,1.077605322,1.04589372,0.920353982,-0.405692762,2.611229567,1.210999674
control,NA,DMSO,DMSO,NULL,NULL,39_DMSO,1.060102302,1,1.031400966,1.067846608,-0.396077844,1.905169336,1.89083077
control,NA,DMSO,DMSO,NULL,NULL,40_DMSO,0.535805627,0.915742794,1.033816425,1.044247788,-0.653412211,2.674853063,1.025948195
control,NA,DMSO,DMSO,NULL,NULL,41_DMSO,1.065217391,0.988913525,1.09178744,1.415929204,0.011505376,2.282027759,0.886464484
control,NA,DMSO,DMSO,NULL,NULL,42_DMSO,0.914322251,1.019955654,0.987922705,1.126843658,-0.492140487,1.950136936,0.720546989
control,NA,DMSO,DMSO,NULL,NULL,43_DMSO,1.143222506,1.075388027,1.065217391,1.162241888,-0.472081422,2.161368876,0.691431411
control,NA,DMSO,DMSO,NULL,NULL,122_DMSO,0.948212084,1.058441558,1.034168565,1.568027211,-0.288027894,1.606358302,1.802585788
control,NA,DMSO,DMSO,NULL,NULL,44_DMSO,1.008951407,1.044345898,0.983091787,0.946902655,-1.045696171,2.227985653,1.207346592
control,NA,DMSO,DMSO,NULL,NULL,45_DMSO,0.938618926,0.982261641,0.956521739,0.961651917,-0.444237438,2.722235359,1.002879856
control,NA,DMSO,DMSO,NULL,NULL,46_DMSO,0.890025575,0.873614191,0.922705314,0.610619469,-0.708277265,2.092471408,0.292088813
control,NA,DMSO,DMSO,NULL,NULL,47_DMSO,1.025575448,1.11308204,1.178743961,1.067846608,-0.442973558,1.555625466,1.19174328
control,NA,DMSO,DMSO,NULL,NULL,48_DMSO,0.956521739,1.068736142,1.033816425,1.398230088,-0.190105098,2.168711276,0.80821316
control,NA,DMSO,DMSO,NULL,NULL,49_DMSO,1.072890026,0.966740576,0.990338164,1.241887906,-0.274828033,2.42430765,0.698544645
control,NA,DMSO,DMSO,NULL,NULL,5_DMSO,0.969309463,0.968957871,0.90821256,0.955752212,0.059186536,1.980974761,0.742145664
control,NA,DMSO,DMSO,NULL,NULL,50_DMSO,0.916879795,0.937915743,1.157004831,1.241887906,-0.858565089,1.703045771,0.612959908
control,NA,DMSO,DMSO,NULL,NULL,51_DMSO,1.061381074,1.124168514,1.15942029,1.032448378,-0.371844896,2.646950323,0.880413143
control,NA,DMSO,DMSO,NULL,NULL,52_DMSO,1.042199488,1,1.048309179,0.825958702,-0.418312194,2.777141885,0.999312459
control,NA,DMSO,DMSO,NULL,NULL,123_DMSO,1,1.153679654,0.995444191,1.62585034,0.426427266,0.689859557,1.316895776
control,NA,DMSO,DMSO,NULL,NULL,53_DMSO,0.961636829,0.751662971,0.884057971,0.887905605,-0.91227281,1.88317405,0.181171875
control,NA,DMSO,DMSO,NULL,NULL,54_DMSO,0.918158568,0.844789357,0.990338164,0.943952802,-0.450423921,2.145667834,0.523627741
control,NA,DMSO,DMSO,NULL,NULL,55_DMSO,1.02685422,0.924611973,1.103864734,0.793510324,-0.519169099,2.766670986,1.010812735
control,NA,DMSO,DMSO,NULL,NULL,58_DMSO,0.790953545,0.625866051,0.796943231,1.12745098,-0.961972701,1.64315041,0.242768237
control,NA,DMSO,DMSO,NULL,NULL,59_DMSO,0.988997555,1.076212471,0.941048035,1.026143791,-0.922200929,1.415200834,0.996053317
control,NA,DMSO,DMSO,NULL,NULL,60_DMSO,1.019559902,1.016166282,0.92139738,0.810457516,-0.625421696,1.120305214,0.80390015
control,NA,DMSO,DMSO,NULL,NULL,61_DMSO,1.028117359,1.147806005,0.995633188,0.81372549,-0.83664825,2.348116712,1.312124119
control,NA,DMSO,DMSO,NULL,NULL,124_DMSO,1.054254007,0.963203463,1.091116173,1.081632653,-1.63985216,1.483699167,1.698415703
control,NA,DMSO,DMSO,NULL,NULL,62_DMSO,1.085574572,1.032332564,1.041484716,0.777777778,-1.349799711,2.627090148,2.230337787
control,NA,DMSO,DMSO,NULL,NULL,63_DMSO,0.995110024,1.101616628,0.991266376,1,-1.103970017,1.829566399,0.821919335
control,NA,DMSO,DMSO,NULL,NULL,64_DMSO,0.948655257,1.016166282,1.021834061,1.013071895,-0.744404684,1.521429604,0.791757867
control,NA,DMSO,DMSO,NULL,NULL,65_DMSO,1.026894866,0.972286374,0.989082969,1.045751634,-1.109373328,2.393500549,1.892214287
control,NA,DMSO,DMSO,NULL,NULL,66_DMSO,0.905867971,0.868360277,1.091703057,0.875816993,-0.575197031,2.777991213,2.27698427
control,NA,DMSO,DMSO,NULL,NULL,67_DMSO,1.002444988,1.143187067,1.004366812,0.843137255,-0.497264306,1.4855558,1.654243271
control,NA,DMSO,DMSO,NULL,NULL,68_DMSO,1.061124694,1,1.054585153,1.473856209,0.428943322,0.753395172,1.287789974
control,NA,DMSO,DMSO,NULL,NULL,69_DMSO,1.064792176,1.150115473,0.947598253,0.895424837,-1.181706827,2.004944033,2.641763683
control,NA,DMSO,DMSO,NULL,NULL,7_DMSO,0.91943734,1.075388027,1.077294686,0.766961652,-0.025412725,2.001399013,0.717915091
control,NA,DMSO,DMSO,NULL,NULL,70_DMSO,0.953545232,0.972286374,1.168122271,1.130718954,-1.017185429,1.877100399,1.461706371
control,NA,DMSO,DMSO,NULL,NULL,100_DMSO,1.086797066,0.956120092,1,0.950980392,-1.675019094,1.969186254,1.825535416
control,NA,DMSO,DMSO,NULL,NULL,125_DMSO,1.061652281,1.231601732,0.979498861,1.102040816,-1.655144242,2.091062008,1.503472949
control,NA,DMSO,DMSO,NULL,NULL,71_DMSO,1.02200489,1.161662818,0.805676856,0.764705882,-0.551368721,1.158780368,1.32757526
control,NA,DMSO,DMSO,NULL,NULL,72_DMSO,1.042787286,1,1.008733624,1.258169935,-0.738919145,2.184338381,1.386137501
control,NA,DMSO,DMSO,NULL,NULL,73_DMSO,0.949877751,0.988452656,1.03930131,1.202614379,-0.25123472,2.452647549,1.62770121
control,NA,DMSO,DMSO,NULL,NULL,74_DMSO,1.101466993,1.163972286,1.113537118,1.068627451,-0.731083402,1.189941334,1.369458642
control,NA,DMSO,DMSO,NULL,NULL,75_DMSO,0.974327628,1.064665127,1.010917031,1.006535948,-1.169354726,1.144788052,1.129156362
control,NA,DMSO,DMSO,NULL,NULL,76_DMSO,1.006112469,1.048498845,1.006550218,0.970588235,-0.509826028,1.573233923,1.079389396
control,NA,DMSO,DMSO,NULL,NULL,77_DMSO,0.996332518,1.131639723,1.150655022,0.846405229,-1.128615861,1.859946983,2.802590164
control,NA,DMSO,DMSO,NULL,NULL,78_DMSO,1.062347188,1.016166282,1.111353712,0.921568627,-1.407313318,1.682092578,2.450846251
control,NA,DMSO,DMSO,NULL,NULL,79_DMSO,1.074572127,1.053117783,0.8930131,0.908496732,-0.373052934,1.906609898,1.7107118
control,NA,DMSO,DMSO,NULL,NULL,8_DMSO,1.090792839,1.186252772,1.096618357,1.138643068,-0.421125931,2.279972747,0.695174433
control,NA,DMSO,DMSO,NULL,NULL,126_DMSO,1.027127004,0.841991342,1.111617312,0.867346939,-1.345743189,1.846189765,1.845909521
control,NA,DMSO,DMSO,NULL,NULL,80_DMSO,0.954767726,0.974595843,1.091703057,1.035947712,-1.098307004,2.49016995,1.577731002
control,NA,DMSO,DMSO,NULL,NULL,81_DMSO,1.04400978,1.009237875,1.085152838,0.983660131,-0.883419057,1.618229655,0.3662098
control,NA,DMSO,DMSO,NULL,NULL,82_DMSO,0.952322738,1.113163972,0.914847162,0.709150327,-0.294486577,2.299223895,1.52830622
control,NA,DMSO,DMSO,NULL,NULL,83_DMSO,1.029339853,1.154734411,1.030567686,0.937908497,-1.206767973,1.341625669,1.8409226
control,NA,DMSO,DMSO,NULL,NULL,84_DMSO,0.922982885,1.120092379,1.056768559,0.807189542,-1.130575377,2.62135555,1.430667667
control,NA,DMSO,DMSO,NULL,NULL,85_DMSO,0.986552567,1.076212471,0.938864629,0.990196078,-1.297470877,1.095008083,1.444001985
control,NA,DMSO,DMSO,NULL,NULL,86_DMSO,1.102689487,1.094688222,1.14628821,0.905228758,-1.352175038,1.931543009,2.038506883
control,NA,DMSO,DMSO,NULL,NULL,87_DMSO,1,1.030023095,1.06768559,1.120915033,-1.185979057,2.644152021,1.940695086
control,NA,DMSO,DMSO,NULL,NULL,88_DMSO,1.053789731,0.884526559,0.971615721,0.996732026,-0.968191426,2.711947384,2.34328151
control,NA,DMSO,DMSO,NULL,NULL,89_DMSO,0.913202934,0.836027714,0.991266376,1.006535948,-1.136127674,2.637064301,1.925562387
control,NA,DMSO,DMSO,NULL,NULL,127_DMSO,1.106041924,1.017316017,0.938496583,1.234693878,-0.869957396,2.132503682,1.122955441
control,NA,DMSO,DMSO,NULL,NULL,9_DMSO,1.098465473,1.079822616,0.934782609,1.05899705,-0.788308508,2.088686237,0.215540386
control,NA,DMSO,DMSO,NULL,NULL,90_DMSO,0.921760391,1.060046189,0.868995633,0.977124183,-1.940202908,1.583138033,1.970515425
control,NA,DMSO,DMSO,NULL,NULL,91_DMSO,1.092909535,0.935334873,1.056768559,1.078431373,-1.810049372,1.930401537,2.479295186
control,NA,DMSO,DMSO,NULL,NULL,128_DMSO,0.895191122,0.991341991,1.120728929,1.091836735,-1.41348828,1.822828875,1.457072791
control,NA,DMSO,DMSO,NULL,NULL,92_DMSO,1.056234719,0.965357968,0.969432314,1.081699346,-1.865119899,1.994174942,2.019102154
control,NA,DMSO,DMSO,NULL,NULL,93_DMSO,1.11002445,1.090069284,1.072052402,0.970588235,-0.393494711,2.251344321,2.529918401
control,NA,DMSO,DMSO,NULL,NULL,94_DMSO,0.935207824,1.069284065,0.823144105,0.885620915,-1.420780668,2.35639241,2.365970267
control,NA,DMSO,DMSO,NULL,NULL,95_DMSO,0.903422983,0.953810624,1.133187773,0.95751634,-0.836342258,2.610492162,1.633372356
control,NA,DMSO,DMSO,NULL,NULL,96_DMSO,1.045232274,0.847575058,0.899563319,1.019607843,-1.245265137,2.767346917,2.056469129
control,NA,DMSO,DMSO,NULL,NULL,97_DMSO,0.996332518,0.912240185,0.947598253,1.039215686,-0.897991151,1.54892914,1.010833875
control,NA,DMSO,DMSO,NULL,NULL,98_DMSO,1.052567237,0.817551963,1.002183406,0.784313725,-0.766879031,1.667725332,1.095297191
control,NA,DMSO,DMSO,NULL,NULL,99_DMSO,1.036674817,0.974595843,1.082969432,1.205882353,-1.496410694,2.447926348,1.568172697
control,NA,DMSO,DMSO,NULL,NULL,129_DMSO,1.09864365,1.162337662,1.132118451,1.095238095,-1.266346155,1.605031803,0.760633881
control,NA,DMSO,DMSO,NULL,NULL,13_DMSO,1.029411765,1.11308204,0.944444444,1.191740413,-0.073970644,2.260765668,0.853026228
control,NA,DMSO,DMSO,NULL,NULL,130_DMSO,1.060419236,0.956709957,1.054669704,1.442176871,-0.974786507,1.010577792,1.62311121
control,NA,DMSO,DMSO,NULL,NULL,131_DMSO,1.099876695,1.077922078,1.011389522,1.5,-1.850103963,2.037903323,1.917085444
control,NA,DMSO,DMSO,NULL,NULL,132_DMSO,0.89025894,1.090909091,1.109339408,1.139455782,-1.470413398,1.932887901,2.308469278
control,NA,DMSO,DMSO,NULL,NULL,133_DMSO,1.032059186,1.010822511,1.102505695,0.897959184,-1.40627913,2.170291529,2.404846855
control,NA,DMSO,DMSO,NULL,NULL,101_DMSO,0.898533007,0.868360277,1.006550218,1.075163399,-1.386551101,2.258632422,2.215080023
control,NA,DMSO,DMSO,NULL,NULL,134_DMSO,1.001233046,0.915584416,1.004555809,1.003401361,-1.46193377,1.281968197,1.578377208
control,NA,DMSO,DMSO,NULL,NULL,135_DMSO,1.087546239,1.069264069,0.958997722,1.020408163,-0.804243959,1.379319859,2.16457895
control,NA,DMSO,DMSO,NULL,NULL,136_DMSO,1.023427867,1.060606061,0.972665148,0.857142857,-1.566065337,1.758027298,1.326241683
control,NA,DMSO,DMSO,NULL,NULL,137_DMSO,1.038224414,0.963203463,1.086560364,0.850340136,-0.452305715,1.488153215,2.526844036
control,NA,DMSO,DMSO,NULL,NULL,138_DMSO,1.076448829,1.08008658,1.109339408,1.282312925,-1.442948202,1.290648781,2.19512935
control,NA,DMSO,DMSO,NULL,NULL,139_DMSO,0.90998767,0.939393939,0.986332574,0.792517007,-1.024584142,1.380943273,1.906724948
control,NA,DMSO,DMSO,NULL,NULL,14_DMSO,0.965473146,1.195121951,1.004830918,1.04719764,-0.370660582,2.128759688,0.669511273
control,NA,DMSO,DMSO,NULL,NULL,140_DMSO,0.85080148,0.911255411,1.123006834,1.017006803,-1.846957619,1.959533661,1.571197487
control,NA,DMSO,DMSO,NULL,NULL,141_DMSO,1.09864365,1.149350649,1.107061503,0.945578231,-1.458714548,2.208261859,1.416801806
control,NA,DMSO,DMSO,NULL,NULL,142_DMSO,0.993834772,1.142857143,1.066059226,1.108843537,-0.322369755,1.49930384,2.360484564
control,NA,DMSO,DMSO,NULL,NULL,102_DMSO,1.003667482,0.935334873,1.013100437,1.019607843,-0.368619783,1.469896795,1.405736246
control,NA,DMSO,DMSO,NULL,NULL,143_DMSO,0.874229346,0.980519481,0.911161731,0.904761905,-1.687173331,1.631006813,2.026823617
control,NA,DMSO,DMSO,NULL,NULL,144_DMSO,0.96054254,1.064935065,0.972665148,0.993197279,-0.961120325,2.433552503,2.536187399
control,NA,DMSO,DMSO,NULL,NULL,145_DMSO,0.898890259,0.952380952,0.945330296,0.965986395,-1.182558471,2.232800233,1.71957882
control,NA,DMSO,DMSO,NULL,NULL,146_DMSO,0.985203453,0.989177489,0.945330296,0.948979592,-1.100327321,2.417800897,2.592109186
control,NA,DMSO,DMSO,NULL,NULL,147_DMSO,1.104808878,0.945887446,1.013667426,1.074829932,-1.479197428,1.668313366,1.510641939
control,NA,DMSO,DMSO,NULL,NULL,148_DMSO,1.07891492,0.963203463,1.029612756,1,-0.474284446,1.656738961,1.689851226
control,NA,DMSO,DMSO,NULL,NULL,149_DMSO,1.033292232,0.87012987,1.097949886,0.843537415,-0.570855327,1.745268338,1.511845107
control,NA,DMSO,DMSO,NULL,NULL,15_DMSO,1.144501279,0.973392461,0.971014493,0.991150442,-1.138799689,2.576004126,1.27223342
control,NA,DMSO,DMSO,NULL,NULL,150_DMSO,0.871763255,1.054112554,1.020501139,0.785714286,-1.682327851,1.985095066,1.836181022
control,NA,DMSO,DMSO,NULL,NULL,151_DMSO,0.963008631,0.883116883,0.927107062,1.275510204,-0.40863138,2.055123054,2.334027576
control,NA,DMSO,DMSO,NULL,NULL,103_DMSO,1.015892421,0.939953811,0.930131004,1.545751634,-0.53661701,1.293783188,1.790518291
control,NA,DMSO,DMSO,NULL,NULL,152_DMSO,1.004932182,0.88961039,0.89977221,0.952380952,-0.743045183,1.191836966,1.747965493
control,NA,DMSO,DMSO,NULL,NULL,153_DMSO,1.162762022,0.989177489,0.936218679,0.996598639,-0.943402466,2.071995362,2.485704619
control,NA,DMSO,DMSO,NULL,NULL,154_DMSO,1,1.04978355,1.148063781,1.275510204,-0.532457308,1.441669274,1.412356987
control,NA,DMSO,DMSO,NULL,NULL,155_DMSO,0.90135635,1.043290043,1.118451025,0.717687075,-1.909492717,1.981319872,2.338267234
control,NA,DMSO,DMSO,NULL,NULL,156_DMSO,0.942046856,1.008658009,0.854214123,1.054421769,-0.656202591,1.96624577,2.121045043
control,NA,DMSO,DMSO,NULL,NULL,157_DMSO,1.154130703,1.045454545,1.018223235,0.945578231,-0.938287601,1.332993031,0.605649575
control,NA,DMSO,DMSO,NULL,NULL,158_DMSO,0.972872996,0.958874459,0.940774487,1.231292517,-1.17122444,1.636607294,1.945758845
control,NA,DMSO,DMSO,NULL,NULL,159_DMSO,1.03945746,1.021645022,0.972665148,0.996598639,-1.251438279,1.671506104,1.617014398
control,NA,DMSO,DMSO,NULL,NULL,16_DMSO,1.208439898,1.046563193,1.04589372,0.867256637,-0.814761107,2.39300265,1.36628976
control,NA,DMSO,DMSO,NULL,NULL,160_DMSO,1.023427867,0.954545455,0.856492027,1.244897959,-1.354930424,1.664854638,1.826345502
control,NA,DMSO,DMSO,NULL,NULL,104_DMSO,0.985330073,0.891454965,1.037117904,1.235294118,-0.766803845,1.997383049,1.359997891
control,NA,DMSO,DMSO,NULL,NULL,161_DMSO,1.044389642,0.883116883,1.011389522,1.020408163,-1.320737556,1.864198457,1.653749063
control,NA,DMSO,DMSO,NULL,NULL,162_DMSO,1.0702836,0.896103896,0.929384966,1.156462585,-1.665948192,1.810072362,1.212407202
control,NA,DMSO,DMSO,NULL,NULL,163_DMSO,0.922318126,0.872294372,0.988610478,1.085034014,-1.57781473,2.50944651,1.960165131
control,NA,DMSO,DMSO,NULL,NULL,164_DMSO,0.85080148,0.696969697,0.906605923,1.071428571,-1.576939399,2.185357612,1.24425516
control,NA,DMSO,DMSO,NULL,NULL,165_DMSO,1.007398274,0.829004329,0.981776765,0.891156463,-1.038191228,2.05382494,1.187586296
control,NA,DMSO,DMSO,NULL,NULL,166_DMSO,0.986996099,0.854978355,0.902807775,0.916923077,-0.558846412,1.291334951,0.743008715
control,NA,DMSO,DMSO,NULL,NULL,168_DMSO,0.906371912,0.826839827,0.764578834,1,-0.97165114,1.506962542,0.00442675
control,NA,DMSO,DMSO,NULL,NULL,169_DMSO,0.989596879,0.824675325,0.721382289,1.08,-1.384609899,1.488205887,0.352557599
control,NA,DMSO,DMSO,NULL,NULL,17_DMSO,1.163682864,1,1.053140097,1.294985251,-0.007062041,2.2103014,0.790289714
control,NA,DMSO,DMSO,NULL,NULL,105_DMSO,0.819070905,0.849884527,0.938864629,1.267973856,-0.540848212,1.582566639,0.40213471
control,NA,DMSO,DMSO,NULL,NULL,170_DMSO,0.875162549,1,0.958963283,0.941538462,-0.436151405,1.002513048,0.016434586
control,NA,DMSO,DMSO,NULL,NULL,171_DMSO,0.815344603,0.961038961,0.939524838,0.996923077,-0.75469209,1.820386341,0.394883297
control,NA,DMSO,DMSO,NULL,NULL,173_DMSO,1.098829649,1.16017316,1.066954644,0.732307692,-1.375375566,1.540943283,1.023974921
control,NA,DMSO,DMSO,NULL,NULL,174_DMSO,1.00130039,1.142857143,1.047516199,1.006153846,-0.417100005,1.447611974,1.094616797
control,NA,DMSO,DMSO,NULL,NULL,175_DMSO,1.158647594,0.974025974,1,1.458461538,-1.363104866,2.572364517,1.882508015
control,NA,DMSO,DMSO,NULL,NULL,176_DMSO,1.026007802,1.034632035,0.995680346,0.978461538,-0.968711913,1.237189184,1.535717537
control,NA,DMSO,DMSO,NULL,NULL,177_DMSO,1.124837451,0.909090909,0.900647948,1.12,-1.331762078,2.01496474,1.620284111
control,NA,DMSO,DMSO,NULL,NULL,178_DMSO,1.066319896,1.002164502,1.062634989,0.910769231,-0.266592347,1.485820594,1.482694763
control,NA,DMSO,DMSO,NULL,NULL,179_DMSO,0.871261378,0.88961039,0.94600432,0.821538462,-1.831811503,2.291629655,1.788633671
control,NA,DMSO,DMSO,NULL,NULL,106_DMSO,1.036674817,0.983833718,0.923580786,0.901960784,-0.8280355,1.646467106,0.874580806
control,NA,DMSO,DMSO,NULL,NULL,18_DMSO,1.023017903,1.099778271,1.115942029,1.230088496,-0.710119824,2.504661318,0.802155087
control,NA,DMSO,DMSO,NULL,NULL,180_DMSO,1.045513654,1.101731602,1.066954644,1.055384615,-0.879895806,1.773573041,2.256256996
control,NA,DMSO,DMSO,NULL,NULL,181_DMSO,1.140442133,1,0.896328294,0.806153846,-1.751779181,1.460579761,1.391886574
control,NA,DMSO,DMSO,NULL,NULL,182_DMSO,1.061118336,0.922077922,0.900647948,1.052307692,-1.549558172,1.505700019,2.320064028
control,NA,DMSO,DMSO,NULL,NULL,183_DMSO,1.144343303,1.060606061,0.989200864,0.750769231,-2.031326979,1.724020716,2.076228365
control,NA,DMSO,DMSO,NULL,NULL,184_DMSO,1.089726918,1.067099567,1.051835853,1.187692308,-0.539819922,1.196988403,1.52938071
control,NA,DMSO,DMSO,NULL,NULL,185_DMSO,0.901170351,0.924242424,0.941684665,1.030769231,-0.76021848,2.401287057,1.923071002
control,NA,DMSO,DMSO,NULL,NULL,186_DMSO,0.903771131,0.971861472,1.010799136,0.956923077,-1.743673237,2.281922666,1.637549211
control,NA,DMSO,DMSO,NULL,NULL,187_DMSO,0.949284785,1.086580087,1.012958963,0.898461538,-0.166808617,1.307304104,2.414158738
control,NA,DMSO,DMSO,NULL,NULL,188_DMSO,1.052015605,1.090909091,1.075593952,1.141538462,-1.376285831,2.005573928,2.291549109
treated,Oligomycin A,oligomycin-a,oligomycin-a,0.015625,0.15625,oligomycin-a_0.15625_0.015625,0.555418719,0.582327113,0.620765832,0.520333681,-1.136135257,-0.749237655,-5.356919228
treated,Selinexor (KPT-330),selinexor,selinexor,1,20,selinexor_20_1,0.502052545,0.664654226,0.692930781,0.483837331,-1.105988221,-0.706886952,-5.174856033
treated,"Ridaforolimus (Deforolimus, MK-8669)",deforolimus,deforolimus,0.03125,0.15625,deforolimus_0.15625_0.03125,0.740147783,0.730515917,0.753313697,0.673618352,-1.201180891,-0.67254603,-5.225272243
treated,"Ridaforolimus (Deforolimus, MK-8669)",deforolimus,deforolimus,0.0625,0.3125,deforolimus_0.3125_0.0625,0.655172414,0.576289791,0.625184094,0.595411887,-1.206252598,-0.678499767,-5.301646654
treated,"Ridaforolimus (Deforolimus, MK-8669)",deforolimus,deforolimus,0.125,0.625,deforolimus_0.625_0.125,0.557060755,0.550493963,0.64359352,0.610010428,-1.209396699,-0.676874623,-5.313603258
treated,"Ridaforolimus (Deforolimus, MK-8669)",deforolimus,deforolimus,0.25,1.25,deforolimus_1.25_0.25,0.503694581,0.474753019,0.471281296,0.484880083,-1.174211809,-0.668230278,-5.267189441
treated,"Ridaforolimus (Deforolimus, MK-8669)",deforolimus,deforolimus,0.5,2.5,deforolimus_2.5_0.5,0.581691297,0.42974753,0.43814433,0.384775808,-1.131485093,-0.794312365,-5.336034221
treated,"Ridaforolimus (Deforolimus, MK-8669)",deforolimus,deforolimus,1,5,deforolimus_5_1,0.381773399,0.339187706,0.373343152,0.363920751,-0.817875587,-1.025464786,-5.238692357
treated,Tunicamycin,tunicamycin,tunicamycin,0.03125,0.15625,tunicamycin_0.15625_0.03125,0.653940887,0.546652031,0.611192931,0.47653806,-1.203040214,-0.678498028,-5.310983554
treated,Tunicamycin,tunicamycin,tunicamycin,0.0625,0.3125,tunicamycin_0.3125_0.0625,0.662561576,0.547200878,0.555228277,0.557872784,-1.242661445,-0.641483687,-5.336248857
treated,Tunicamycin,tunicamycin,tunicamycin,0.125,0.625,tunicamycin_0.625_0.125,0.582101806,0.604829857,0.625920471,0.527632951,-1.197199001,-0.690398167,-5.322038023
treated,Tunicamycin,tunicamycin,tunicamycin,0.25,1.25,tunicamycin_1.25_0.25,0.609605911,0.572447859,0.59646539,0.587069864,-1.285580827,-0.602557553,-5.425112497
treated,Tunicamycin,tunicamycin,tunicamycin,0.5,2.5,tunicamycin_2.5_0.5,0.534893268,0.561470911,0.552282769,0.448383733,-1.13611781,-0.756040397,-5.38314419
treated,Tunicamycin,tunicamycin,tunicamycin,1,5,tunicamycin_5_1,0.535303777,0.46816685,0.491163476,0.517205422,-1.123192508,-0.764623221,-5.337376603
treated,Mdivi-1,mdivi-1,mdivi-1,0.5,10,mdivi-1_10_0.5,0.642916321,0.808351976,0.74042879,0.617989418,0.852105,-1.560969451,-2.921277038
treated,Nocodazole,nocodazole,nocodazole,0.125,2.5,nocodazole_2.5_0.125,0.791632146,0.929157345,0.999234303,0.627513228,0.966671043,-1.633051284,-2.217226352
treated,Nocodazole,nocodazole,nocodazole,0.25,5,nocodazole_5_0.25,0.691797846,0.781506339,0.736600306,0.410582011,0.920953441,-1.659839188,-2.729733964
treated,Rapamycin,sirolimus,sirolimus,0.03125,0.625,sirolimus_0.625_0.03125,0.8003314,0.856077554,0.947166922,0.644444444,0.841424403,-1.709920699,-2.628627178
treated,Rapamycin,sirolimus,sirolimus,0.5,10,sirolimus_10_0.5,0.765948633,0.674123788,0.710566616,0.450793651,0.884512075,-1.651676133,-3.259660706
treated,Rapamycin,sirolimus,sirolimus,1,20,sirolimus_20_1,0.755178128,0.672632364,0.745022971,0.372486772,0.818716026,-1.674595153,-3.476903007
treated,Actinomycin D,dactinomycin,dactinomycin,0.25,5,dactinomycin_5_0.25,0.729885057,0.814489572,0.824005891,0.663190824,0.732870541,-1.680648651,-2.760928489
