feature,plate,F_r,P_r,F_c,P_c,Channel,Channel_color,feature_type,P_r_log,P_c_log,marker,plate_rep,marker_sub,log_neg,plate_rep1,cell_struc
CircSpotCount_RNA,1A1,3.727502501,0.004179353,2.05457963,0.056471127,RNA,panelA,non-int,-5.477598886,-2.874025789,SYTO14,plate1_rep1,SYTO14,5.477598886,p1.r1,RNA
CircSpotCount_RNA,1A2,0.838298787,0.620371367,1.443444295,0.207961715,RNA,panelA,non-int,-0.477437001,-1.570401277,SYTO14,plate1_rep2,SYTO14,0.477437001,p1.r2,RNA
CircSpotCount_RNA,1A3,1.709123456,0.136256486,1.629167942,0.140027103,RNA,panelA,non-int,-1.993216243,-1.965919282,SYTO14,plate1_rep3,SYTO14,1.993216243,p1.r3,RNA
CircSpotCount_RNA,2A1,1.85925648,0.102890538,2.202642922,0.041403846,RNA,panelA,non-int,-2.274089589,-3.184381515,SYTO14,plate2_rep1,SYTO14,2.274089589,p2.r1,RNA
CircSpotCount_RNA,2A2,0.655808557,0.780495816,1.11602733,0.404528367,RNA,panelA,non-int,-0.2478259,-0.905033416,SYTO14,plate2_rep2,SYTO14,0.2478259,p2.r2,RNA
CircSpotCount_RNA,2A3,1.090708118,0.418349903,0.783705678,0.708287338,RNA,panelA,non-int,-0.871437107,-0.344905422,SYTO14,plate2_rep3,SYTO14,0.871437107,p2.r3,RNA
TotalInten_RNA,1A1,25.89669486,1.15E-09,2.951890738,0.009335569,RNA,panelA,int,-20.58712421,-4.673923603,SYTO14,plate1_rep1,SYTO14,20.58712421,p1.r1,RNA
TotalInten_RNA,1A2,13.13709627,4.60E-07,12.9949561,1.58E-07,RNA,panelA,int,-14.59290507,-15.6616414,SYTO14,plate1_rep2,SYTO14,14.59290507,p1.r2,RNA
TotalInten_RNA,1A3,80.76711082,2.35E-14,8.886631669,3.97E-06,RNA,panelA,int,-31.38001173,-12.43681556,SYTO14,plate1_rep3,SYTO14,31.38001173,p1.r3,RNA
TotalInten_RNA,2A1,46.41460093,4.88E-12,5.713210853,0.000125283,RNA,panelA,int,-26.04632319,-8.984937506,SYTO14,plate2_rep1,SYTO14,26.04632319,p2.r1,RNA
TotalInten_RNA,2A2,38.66614577,2.75E-11,5.135272283,0.000271464,RNA,panelA,int,-24.31580836,-8.211679383,SYTO14,plate2_rep2,SYTO14,24.31580836,p2.r2,RNA
TotalInten_RNA,2A3,40.16723649,1.92E-11,5.797169436,0.000112482,RNA,panelA,int,-24.67524991,-9.092713494,SYTO14,plate2_rep3,SYTO14,24.67524991,p2.r3,RNA
AvgInten_RNA,1A1,20.27305148,1.05E-08,2.107602315,0.050506181,RNA,panelA,int,-18.36976784,-2.985659556,SYTO14,plate1_rep1,SYTO14,18.36976784,p1.r1,RNA
AvgInten_RNA,1A2,11.985405,9.91E-07,12.21227908,2.71E-07,RNA,panelA,int,-13.82495975,-15.12136981,SYTO14,plate1_rep2,SYTO14,13.82495975,p1.r2,RNA
AvgInten_RNA,1A3,67.17426537,1.40E-13,7.420074926,1.70E-05,RNA,panelA,int,-29.59379447,-10.9832495,SYTO14,plate1_rep3,SYTO14,29.59379447,p1.r3,RNA
AvgInten_RNA,2A1,82.9013551,1.83E-14,8.55283006,5.43E-06,RNA,panelA,int,-31.63361313,-12.12364888,SYTO14,plate2_rep1,SYTO14,31.63361313,p2.r1,RNA
AvgInten_RNA,2A2,36.91171786,4.26E-11,4.811485281,0.000429599,RNA,panelA,int,-23.87866505,-7.752658837,SYTO14,plate2_rep2,SYTO14,23.87866505,p2.r2,RNA
AvgInten_RNA,2A3,22.9975572,3.38E-09,3.838237078,0.001941831,RNA,panelA,int,-19.50523337,-6.244124126,SYTO14,plate2_rep3,SYTO14,19.50523337,p2.r3,RNA
RingTotalInten_PMG,1A1,6.992694344,6.78E-05,1.451330221,0.204527374,PMG,panelA,int,-9.599356503,-1.587053453,WGA-AlexaFluor555,plate1_rep1,WGA-AlexaFluor555,9.599356503,p1.r1,Golgi-membranes
RingTotalInten_PMG,1A2,3.49396656,0.0060052,4.128637544,0.001211323,PMG,panelA,int,-5.115129492,-6.716041989,WGA-AlexaFluor555,plate1_rep2,WGA-AlexaFluor555,5.115129492,p1.r2,Golgi-membranes
RingTotalInten_PMG,1A3,8.548473371,1.49E-05,1.243131651,0.314882515,PMG,panelA,int,-11.11198988,-1.155555679,WGA-AlexaFluor555,plate1_rep3,WGA-AlexaFluor555,11.11198988,p1.r3,Golgi-membranes
RingTotalInten_PMG,2A1,9.186979557,8.52E-06,0.899230089,0.595275339,PMG,panelA,int,-11.67367574,-0.518731226,WGA-AlexaFluor555,plate2_rep1,WGA-AlexaFluor555,11.67367574,p2.r1,Golgi-membranes
RingTotalInten_PMG,2A2,12.87745916,5.44E-07,2.4804887,0.023432494,PMG,panelA,int,-14.42480071,-3.753631571,WGA-AlexaFluor555,plate2_rep2,WGA-AlexaFluor555,14.42480071,p2.r2,Golgi-membranes
RingTotalInten_PMG,2A3,5.302714784,0.000470462,1.637569929,0.137529248,PMG,panelA,int,-7.661795021,-1.98391867,WGA-AlexaFluor555,plate2_rep3,WGA-AlexaFluor555,7.661795021,p2.r3,Golgi-membranes
RingAvgInten_PMG,1A1,6.705232426,9.20E-05,1.998592481,0.063569934,PMG,panelA,int,-9.29397359,-2.755614659,WGA-AlexaFluor555,plate1_rep1,WGA-AlexaFluor555,9.29397359,p1.r1,Golgi-membranes
RingAvgInten_PMG,1A2,3.105667468,0.011245156,5.522271012,0.000160751,PMG,panelA,int,-4.487817848,-8.735652877,WGA-AlexaFluor555,plate1_rep2,WGA-AlexaFluor555,4.487817848,p1.r2,Golgi-membranes
RingAvgInten_PMG,1A3,10.13567243,3.90E-06,2.574111712,0.019426408,PMG,panelA,int,-12.45505051,-3.941121905,WGA-AlexaFluor555,plate1_rep3,WGA-AlexaFluor555,12.45505051,p1.r3,Golgi-membranes
RingAvgInten_PMG,2A1,4.533437918,0.001296126,1.248772104,0.311313372,PMG,panelA,int,-6.648375195,-1.166955247,WGA-AlexaFluor555,plate2_rep1,WGA-AlexaFluor555,6.648375195,p2.r1,Golgi-membranes
RingAvgInten_PMG,2A2,3.237408087,0.009057617,1.899964282,0.078404924,PMG,panelA,int,-4.704149175,-2.545868544,WGA-AlexaFluor555,plate2_rep2,WGA-AlexaFluor555,4.704149175,p2.r2,Golgi-membranes
RingAvgInten_PMG,2A3,2.58007305,0.027628743,1.41086691,0.222727501,PMG,panelA,int,-3.588898646,-1.501806223,WGA-AlexaFluor555,plate2_rep3,WGA-AlexaFluor555,3.588898646,p2.r3,Golgi-membranes
CircTotalInten_PMG,1A1,14.86173314,1.61E-07,2.836252123,0.011635319,PMG,panelA,int,-15.64366565,-4.453710096,WGA-AlexaFluor555,plate1_rep1,WGA-AlexaFluor555,15.64366565,p1.r1,Golgi-membranes
CircTotalInten_PMG,1A2,6.335289387,0.000138124,4.646007203,0.000547412,PMG,panelA,int,-8.887357574,-7.510308646,WGA-AlexaFluor555,plate1_rep2,WGA-AlexaFluor555,8.887357574,p1.r2,Golgi-membranes
CircTotalInten_PMG,1A3,17.24526786,4.41E-08,1.55853502,0.16286189,PMG,panelA,int,-16.93619282,-1.814852737,WGA-AlexaFluor555,plate1_rep3,WGA-AlexaFluor555,16.93619282,p1.r3,Golgi-membranes
CircTotalInten_PMG,2A1,15.35140843,1.22E-07,1.544125178,0.167946873,PMG,panelA,int,-15.92308473,-1.784107584,WGA-AlexaFluor555,plate2_rep1,WGA-AlexaFluor555,15.92308473,p2.r1,Golgi-membranes
CircTotalInten_PMG,2A2,10.92410658,2.13E-06,1.021564928,0.48242048,PMG,panelA,int,-13.06170398,-0.728939179,WGA-AlexaFluor555,plate2_rep2,WGA-AlexaFluor555,13.06170398,p2.r2,Golgi-membranes
CircTotalInten_PMG,2A3,10.05536096,4.16E-06,1.014769111,0.488368732,PMG,panelA,int,-12.39117532,-0.716684561,WGA-AlexaFluor555,plate2_rep3,WGA-AlexaFluor555,12.39117532,p2.r3,Golgi-membranes
CircAvgInten_PMG,1A1,8.346597818,1.80E-05,2.367493054,0.029470455,PMG,panelA,int,-10.92780164,-3.524367045,WGA-AlexaFluor555,plate1_rep1,WGA-AlexaFluor555,10.92780164,p1.r1,Golgi-membranes
CircAvgInten_PMG,1A2,4.567537494,0.001236667,4.141502504,0.001186796,PMG,panelA,int,-6.695335539,-6.736498327,WGA-AlexaFluor555,plate1_rep2,WGA-AlexaFluor555,6.695335539,p1.r2,Golgi-membranes
CircAvgInten_PMG,1A3,14.31054137,2.22E-07,2.114814416,0.049747099,PMG,panelA,int,-15.31959003,-3.000803123,WGA-AlexaFluor555,plate1_rep3,WGA-AlexaFluor555,15.31959003,p1.r3,Golgi-membranes
CircAvgInten_PMG,2A1,12.18957763,8.61E-07,1.799264035,0.097239858,PMG,panelA,int,-13.96542266,-2.330574589,WGA-AlexaFluor555,plate2_rep1,WGA-AlexaFluor555,13.96542266,p2.r1,Golgi-membranes
CircAvgInten_PMG,2A2,7.060060205,6.32E-05,1.045600438,0.461738164,PMG,panelA,int,-9.669645165,-0.772757293,WGA-AlexaFluor555,plate2_rep2,WGA-AlexaFluor555,9.669645165,p2.r2,Golgi-membranes
CircAvgInten_PMG,2A3,7.255638496,5.16E-05,2.043725798,0.057780058,PMG,panelA,int,-9.871055411,-2.851111588,WGA-AlexaFluor555,plate2_rep3,WGA-AlexaFluor555,9.871055411,p2.r3,Golgi-membranes
RingSpotTotalInten_PMG,1A1,2.640374198,0.024850173,1.918748013,0.07532719,PMG,panelA,int,-3.694890578,-2.585914121,WGA-AlexaFluor555,plate1_rep1,WGA-AlexaFluor555,3.694890578,p1.r1,Golgi-membranes
RingSpotTotalInten_PMG,1A2,3.603348398,0.005060646,0.573396665,0.892890895,PMG,panelA,int,-5.286261139,-0.113290884,WGA-AlexaFluor555,plate1_rep2,WGA-AlexaFluor555,5.286261139,p1.r2,Golgi-membranes
RingSpotTotalInten_PMG,1A3,2.501761612,0.031739581,2.68952511,0.015466567,PMG,panelA,int,-3.450190781,-4.169074537,WGA-AlexaFluor555,plate1_rep3,WGA-AlexaFluor555,3.450190781,p1.r3,Golgi-membranes
RingSpotTotalInten_PMG,2A1,3.308497186,0.008071746,2.257371971,0.036959021,PMG,panelA,int,-4.819385471,-3.297945532,WGA-AlexaFluor555,plate2_rep1,WGA-AlexaFluor555,4.819385471,p2.r1,Golgi-membranes
RingSpotTotalInten_PMG,2A2,3.085985661,0.011618141,2.336921561,0.031373346,PMG,panelA,int,-4.455187557,-3.461796604,WGA-AlexaFluor555,plate2_rep2,WGA-AlexaFluor555,4.455187557,p2.r2,Golgi-membranes
RingSpotTotalInten_PMG,2A3,3.488079668,0.006061181,2.004305635,0.06280495,PMG,panelA,int,-5.105850567,-2.767721383,WGA-AlexaFluor555,plate2_rep3,WGA-AlexaFluor555,5.105850567,p2.r3,Golgi-membranes
RingSpotAvgInten_PMG,1A1,5.991977287,0.000204408,2.69213676,0.015387625,PMG,panelA,int,-8.495390681,-4.174191653,WGA-AlexaFluor555,plate1_rep1,WGA-AlexaFluor555,8.495390681,p1.r1,Golgi-membranes
RingSpotAvgInten_PMG,1A2,3.038145224,0.012581396,4.278493709,0.00095669,PMG,panelA,int,-4.375536052,-6.95203158,WGA-AlexaFluor555,plate1_rep2,WGA-AlexaFluor555,4.375536052,p1.r2,Golgi-membranes
RingSpotAvgInten_PMG,1A3,3.641242454,0.004772016,1.454318805,0.203239794,PMG,panelA,int,-5.344986325,-1.593368744,WGA-AlexaFluor555,plate1_rep3,WGA-AlexaFluor555,5.344986325,p1.r3,Golgi-membranes
RingSpotAvgInten_PMG,2A1,4.706834691,0.001022886,1.258239389,0.305399462,PMG,panelA,int,-6.885127344,-1.186134648,WGA-AlexaFluor555,plate2_rep1,WGA-AlexaFluor555,6.885127344,p2.r1,Golgi-membranes
RingSpotAvgInten_PMG,2A2,1.445909316,0.222423446,1.054313848,0.454381156,PMG,panelA,int,-1.5031723,-0.788818882,WGA-AlexaFluor555,plate2_rep2,WGA-AlexaFluor555,1.5031723,p2.r2,Golgi-membranes
RingSpotAvgInten_PMG,2A3,1.480755478,0.208560412,1.903347507,0.0778412,PMG,panelA,int,-1.567526533,-2.553084428,WGA-AlexaFluor555,plate2_rep3,WGA-AlexaFluor555,1.567526533,p2.r3,Golgi-membranes
RingSpotTotalArea_PMG,1A1,2.313855409,0.044480415,1.464185362,0.199042863,PMG,panelA,non-int,-3.112706309,-1.614235083,WGA-AlexaFluor555,plate1_rep1,WGA-AlexaFluor555,3.112706309,p1.r1,Golgi-membranes
RingSpotTotalArea_PMG,1A2,3.780047593,0.003857796,0.701427357,0.786864312,PMG,panelA,non-int,-5.557659196,-0.239699457,WGA-AlexaFluor555,plate1_rep2,WGA-AlexaFluor555,5.557659196,p1.r2,Golgi-membranes
RingSpotTotalArea_PMG,1A3,1.514432688,0.195942294,2.734981617,0.014152309,PMG,panelA,non-int,-1.629935082,-4.257877454,WGA-AlexaFluor555,plate1_rep3,WGA-AlexaFluor555,1.629935082,p1.r3,Golgi-membranes
RingSpotTotalArea_PMG,2A1,2.801189608,0.018798277,1.911234436,0.076543139,PMG,panelA,non-int,-3.973990064,-2.569900783,WGA-AlexaFluor555,plate2_rep1,WGA-AlexaFluor555,3.973990064,p2.r1,Golgi-membranes
RingSpotTotalArea_PMG,2A2,2.491584112,0.032319718,2.148265096,0.046379051,PMG,panelA,non-int,-3.432077762,-3.070907411,WGA-AlexaFluor555,plate2_rep2,WGA-AlexaFluor555,3.432077762,p2.r2,Golgi-membranes
RingSpotTotalArea_PMG,2A3,3.229890836,0.009169227,1.921025749,0.074962508,PMG,panelA,non-int,-4.691902312,-2.590767184,WGA-AlexaFluor555,plate2_rep3,WGA-AlexaFluor555,4.691902312,p2.r3,Golgi-membranes
RingSpotAvgArea_PMG,1A1,2.799269205,0.018860448,2.649326236,0.016737885,PMG,panelA,non-int,-3.970688234,-4.090080542,WGA-AlexaFluor555,plate1_rep1,WGA-AlexaFluor555,3.970688234,p1.r1,Golgi-membranes
RingSpotAvgArea_PMG,1A2,1.518156488,0.194592601,1.579450969,0.155745737,PMG,panelA,non-int,-1.636847131,-1.859530492,WGA-AlexaFluor555,plate1_rep2,WGA-AlexaFluor555,1.636847131,p1.r2,Golgi-membranes
RingSpotAvgArea_PMG,1A3,4.141166794,0.002257501,2.090407896,0.052365067,PMG,panelA,non-int,-6.093496793,-2.949515562,WGA-AlexaFluor555,plate1_rep3,WGA-AlexaFluor555,6.093496793,p1.r3,Golgi-membranes
RingSpotAvgArea_PMG,2A1,2.706404288,0.022145488,2.675966744,0.015883418,PMG,panelA,non-int,-3.810121515,-4.142479636,WGA-AlexaFluor555,plate2_rep1,WGA-AlexaFluor555,3.810121515,p2.r1,Golgi-membranes
RingSpotAvgArea_PMG,2A2,6.906747198,7.42E-05,3.775956203,0.002154244,PMG,panelA,non-int,-9.508985429,-6.140315338,WGA-AlexaFluor555,plate2_rep2,WGA-AlexaFluor555,9.508985429,p2.r2,Golgi-membranes
RingSpotAvgArea_PMG,2A3,8.309827715,1.86E-05,4.714821233,0.000494607,PMG,panelA,non-int,-10.89389455,-7.611747988,WGA-AlexaFluor555,plate2_rep3,WGA-AlexaFluor555,10.89389455,p2.r3,Golgi-membranes
RingSpotCount_PMG,1A1,3.385361708,0.007134535,2.008970159,0.062187447,PMG,panelA,non-int,-4.942808147,-2.777602117,WGA-AlexaFluor555,plate1_rep1,WGA-AlexaFluor555,4.942808147,p1.r1,Golgi-membranes
RingSpotCount_PMG,1A2,4.549705744,0.00126738,0.512006014,0.931984738,PMG,panelA,non-int,-6.670803258,-0.07043884,WGA-AlexaFluor555,plate1_rep2,WGA-AlexaFluor555,6.670803258,p1.r2,Golgi-membranes
RingSpotCount_PMG,1A3,2.324064312,0.043665245,2.140192697,0.047169391,PMG,panelA,non-int,-3.131202809,-3.05401009,WGA-AlexaFluor555,plate1_rep3,WGA-AlexaFluor555,3.131202809,p1.r3,Golgi-membranes
RingSpotCount_PMG,2A1,2.662640725,0.02390073,1.489602707,0.188604879,PMG,panelA,non-int,-3.733846261,-1.668101041,WGA-AlexaFluor555,plate2_rep1,WGA-AlexaFluor555,3.733846261,p2.r1,Golgi-membranes
RingSpotCount_PMG,2A2,1.465594946,0.214488735,1.000577611,0.500927937,PMG,panelA,non-int,-1.539498061,-0.691293026,WGA-AlexaFluor555,plate2_rep2,WGA-AlexaFluor555,1.539498061,p2.r2,Golgi-membranes
RingSpotCount_PMG,2A3,2.956219942,0.014436065,1.577350605,0.156446451,PMG,panelA,non-int,-4.238025679,-1.855041494,WGA-AlexaFluor555,plate2_rep3,WGA-AlexaFluor555,4.238025679,p2.r3,Golgi-membranes
CircSpotTotalInten_PMG,1A1,10.24061799,3.59E-06,2.091790296,0.052213012,PMG,panelA,int,-12.53791869,-2.952423539,WGA-AlexaFluor555,plate1_rep1,WGA-AlexaFluor555,12.53791869,p1.r1,Golgi-membranes
CircSpotTotalInten_PMG,1A2,7.488662678,4.08E-05,0.955920619,0.541581751,PMG,panelA,int,-10.10603056,-0.613261252,WGA-AlexaFluor555,plate1_rep2,WGA-AlexaFluor555,10.10603056,p1.r2,Golgi-membranes
CircSpotTotalInten_PMG,1A3,12.01282763,9.72E-07,4.335946828,0.00087508,PMG,panelA,int,-13.84393915,-7.041195153,WGA-AlexaFluor555,plate1_rep3,WGA-AlexaFluor555,13.84393915,p1.r3,Golgi-membranes
CircSpotTotalInten_PMG,2A1,8.529675578,1.52E-05,2.016688533,0.061179443,PMG,panelA,int,-11.09497793,-2.793944044,WGA-AlexaFluor555,plate2_rep1,WGA-AlexaFluor555,11.09497793,p2.r1,Golgi-membranes
CircSpotTotalInten_PMG,2A2,4.541138096,0.001282432,1.005126568,0.496882233,PMG,panelA,int,-6.658996889,-0.699402238,WGA-AlexaFluor555,plate2_rep2,WGA-AlexaFluor555,6.658996889,p2.r2,Golgi-membranes
CircSpotTotalInten_PMG,2A3,6.592181877,0.000103973,1.488873626,0.188896918,PMG,panelA,int,-9.171383382,-1.666553822,WGA-AlexaFluor555,plate2_rep3,WGA-AlexaFluor555,9.171383382,p2.r3,Golgi-membranes
CircSpotAvgInten_PMG,1A1,7.020972459,6.58E-05,3.013445432,0.00831526,PMG,panelA,int,-9.628919395,-4.789662871,WGA-AlexaFluor555,plate1_rep1,WGA-AlexaFluor555,9.628919395,p1.r1,Golgi-membranes
CircSpotAvgInten_PMG,1A2,3.934245396,0.003059513,4.54221057,0.000639073,PMG,panelA,int,-5.789499618,-7.355491979,WGA-AlexaFluor555,plate1_rep2,WGA-AlexaFluor555,5.789499618,p1.r2,Golgi-membranes
CircSpotAvgInten_PMG,1A3,7.171959707,5.63E-05,1.349102165,0.253402488,PMG,panelA,int,-9.785359176,-1.372776193,WGA-AlexaFluor555,plate1_rep3,WGA-AlexaFluor555,9.785359176,p1.r3,Golgi-membranes
CircSpotAvgInten_PMG,2A1,10.79853249,2.34E-06,2.234086812,0.038785479,PMG,panelA,int,-12.96747405,-3.249709349,WGA-AlexaFluor555,plate2_rep1,WGA-AlexaFluor555,12.96747405,p2.r1,Golgi-membranes
CircSpotAvgInten_PMG,2A2,5.229098779,0.000516311,1.210030598,0.336522468,PMG,panelA,int,-7.568801066,-1.089090362,WGA-AlexaFluor555,plate2_rep2,WGA-AlexaFluor555,7.568801066,p2.r2,Golgi-membranes
CircSpotAvgInten_PMG,2A3,4.152066342,0.002222131,3.009961905,0.008369674,PMG,panelA,int,-6.109288431,-4.783140335,WGA-AlexaFluor555,plate2_rep3,WGA-AlexaFluor555,6.109288431,p2.r3,Golgi-membranes
CircSpotTotalArea_PMG,1A1,7.351486094,4.69E-05,1.847929297,0.087621241,PMG,panelA,non-int,-9.968351596,-2.434731836,WGA-AlexaFluor555,plate1_rep1,WGA-AlexaFluor555,9.968351596,p1.r1,Golgi-membranes
CircSpotTotalArea_PMG,1A2,8.204170363,2.05E-05,0.965368441,0.532846036,PMG,panelA,non-int,-10.79583674,-0.629522759,WGA-AlexaFluor555,plate1_rep2,WGA-AlexaFluor555,10.79583674,p1.r2,Golgi-membranes
CircSpotTotalArea_PMG,1A3,6.260290589,0.000150287,3.147049178,0.00649094,PMG,panelA,non-int,-8.802966529,-5.037347965,WGA-AlexaFluor555,plate1_rep3,WGA-AlexaFluor555,8.802966529,p1.r3,Golgi-membranes
CircSpotTotalArea_PMG,2A1,6.349948338,0.000135875,1.621465102,0.14235634,PMG,panelA,non-int,-8.903773407,-1.949421927,WGA-AlexaFluor555,plate2_rep1,WGA-AlexaFluor555,8.903773407,p2.r1,Golgi-membranes
CircSpotTotalArea_PMG,2A2,4.42353614,0.001509977,1.038260029,0.467994689,PMG,panelA,non-int,-6.495661072,-0.759298332,WGA-AlexaFluor555,plate2_rep2,WGA-AlexaFluor555,6.495661072,p2.r2,Golgi-membranes
CircSpotTotalArea_PMG,2A3,6.654028858,9.72E-05,1.655028608,0.132478721,PMG,panelA,non-int,-9.238627335,-2.02133324,WGA-AlexaFluor555,plate2_rep3,WGA-AlexaFluor555,9.238627335,p2.r3,Golgi-membranes
CircSpotAvgArea_PMG,1A1,7.946657706,2.61E-05,1.621229899,0.142428059,PMG,panelA,non-int,-10.55285625,-1.948918256,WGA-AlexaFluor555,plate1_rep1,WGA-AlexaFluor555,10.55285625,p1.r1,Golgi-membranes
CircSpotAvgArea_PMG,1A2,4.191419852,0.002099358,1.616731784,0.143806492,PMG,panelA,non-int,-6.166123514,-1.939286687,WGA-AlexaFluor555,plate1_rep2,WGA-AlexaFluor555,6.166123514,p1.r2,Golgi-membranes
CircSpotAvgArea_PMG,1A3,4.678069312,0.001063488,3.260547374,0.005279111,PMG,panelA,non-int,-6.846200895,-5.243997519,WGA-AlexaFluor555,plate1_rep3,WGA-AlexaFluor555,6.846200895,p1.r3,Golgi-membranes
CircSpotAvgArea_PMG,2A1,7.875754702,2.80E-05,1.778430732,0.101678657,PMG,panelA,non-int,-10.48493556,-2.28593786,WGA-AlexaFluor555,plate2_rep1,WGA-AlexaFluor555,10.48493556,p2.r1,Golgi-membranes
CircSpotAvgArea_PMG,2A2,3.866771244,0.003384274,2.063589256,0.055408026,PMG,panelA,non-int,-5.688615965,-2.893030826,WGA-AlexaFluor555,plate2_rep2,WGA-AlexaFluor555,5.688615965,p2.r2,Golgi-membranes
CircSpotAvgArea_PMG,2A3,5.996938488,0.000203232,2.366675909,0.029519697,PMG,panelA,non-int,-8.501159965,-3.522697545,WGA-AlexaFluor555,plate2_rep3,WGA-AlexaFluor555,8.501159965,p2.r3,Golgi-membranes
CircSpotCount_PMG,1A1,3.256285876,0.008783744,3.050193155,0.007763912,PMG,panelA,non-int,-4.734852506,-4.858269001,WGA-AlexaFluor555,plate1_rep1,WGA-AlexaFluor555,4.734852506,p1.r1,Golgi-membranes
CircSpotCount_PMG,1A2,1.041941329,0.453691318,2.131729466,0.048013137,PMG,panelA,non-int,-0.790338229,-3.036280623,WGA-AlexaFluor555,plate1_rep2,WGA-AlexaFluor555,0.790338229,p1.r2,Golgi-membranes
CircSpotCount_PMG,1A3,1.350313893,0.26497493,1.33732477,0.259668402,PMG,panelA,non-int,-1.328120061,-1.348349838,WGA-AlexaFluor555,plate1_rep3,WGA-AlexaFluor555,1.328120061,p1.r3,Golgi-membranes
CircSpotCount_PMG,2A1,2.992430018,0.013582454,2.390132042,0.028140216,PMG,panelA,non-int,-4.298976432,-3.570555561,WGA-AlexaFluor555,plate2_rep1,WGA-AlexaFluor555,4.298976432,p2.r1,Golgi-membranes
CircSpotCount_PMG,2A2,1.815669089,0.111625311,1.082787328,0.430881388,PMG,panelA,non-int,-2.192607452,-0.841922429,WGA-AlexaFluor555,plate2_rep2,WGA-AlexaFluor555,2.192607452,p2.r2,Golgi-membranes
CircSpotCount_PMG,2A3,7.050875359,6.38E-05,3.645799234,0.002684364,PMG,panelA,non-int,-9.660089746,-5.920311388,WGA-AlexaFluor555,plate2_rep3,WGA-AlexaFluor555,9.660089746,p2.r3,Golgi-membranes
TotalInten_PMG,1A1,14.86173314,1.61E-07,2.836252123,0.011635319,PMG,panelA,int,-15.64366565,-4.453710096,WGA-AlexaFluor555,plate1_rep1,WGA-AlexaFluor555,15.64366565,p1.r1,Golgi-membranes
TotalInten_PMG,1A2,6.335289387,0.000138124,4.646007203,0.000547412,PMG,panelA,int,-8.887357574,-7.510308646,WGA-AlexaFluor555,plate1_rep2,WGA-AlexaFluor555,8.887357574,p1.r2,Golgi-membranes
TotalInten_PMG,1A3,17.24526786,4.41E-08,1.55853502,0.16286189,PMG,panelA,int,-16.93619282,-1.814852737,WGA-AlexaFluor555,plate1_rep3,WGA-AlexaFluor555,16.93619282,p1.r3,Golgi-membranes
TotalInten_PMG,2A1,15.35140843,1.22E-07,1.544125178,0.167946873,PMG,panelA,int,-15.92308473,-1.784107584,WGA-AlexaFluor555,plate2_rep1,WGA-AlexaFluor555,15.92308473,p2.r1,Golgi-membranes
TotalInten_PMG,2A2,10.92410658,2.13E-06,1.021564928,0.48242048,PMG,panelA,int,-13.06170398,-0.728939179,WGA-AlexaFluor555,plate2_rep2,WGA-AlexaFluor555,13.06170398,p2.r2,Golgi-membranes
TotalInten_PMG,2A3,10.05536096,4.16E-06,1.014769111,0.488368732,PMG,panelA,int,-12.39117532,-0.716684561,WGA-AlexaFluor555,plate2_rep3,WGA-AlexaFluor555,12.39117532,p2.r3,Golgi-membranes
AvgInten_PMG,1A1,8.346597818,1.80E-05,2.367493054,0.029470455,PMG,panelA,int,-10.92780164,-3.524367045,WGA-AlexaFluor555,plate1_rep1,WGA-AlexaFluor555,10.92780164,p1.r1,Golgi-membranes
AvgInten_PMG,1A2,4.567537494,0.001236667,4.141502504,0.001186796,PMG,panelA,int,-6.695335539,-6.736498327,WGA-AlexaFluor555,plate1_rep2,WGA-AlexaFluor555,6.695335539,p1.r2,Golgi-membranes
AvgInten_PMG,1A3,14.31054137,2.22E-07,2.114814416,0.049747099,PMG,panelA,int,-15.31959003,-3.000803123,WGA-AlexaFluor555,plate1_rep3,WGA-AlexaFluor555,15.31959003,p1.r3,Golgi-membranes
AvgInten_PMG,2A1,12.18957763,8.61E-07,1.799264035,0.097239858,PMG,panelA,int,-13.96542266,-2.330574589,WGA-AlexaFluor555,plate2_rep1,WGA-AlexaFluor555,13.96542266,p2.r1,Golgi-membranes
AvgInten_PMG,2A2,7.060060205,6.32E-05,1.045600438,0.461738164,PMG,panelA,int,-9.669645165,-0.772757293,WGA-AlexaFluor555,plate2_rep2,WGA-AlexaFluor555,9.669645165,p2.r2,Golgi-membranes
AvgInten_PMG,2A3,7.255638496,5.16E-05,2.043725798,0.057780058,PMG,panelA,int,-9.871055411,-2.851111588,WGA-AlexaFluor555,plate2_rep3,WGA-AlexaFluor555,9.871055411,p2.r3,Golgi-membranes
RingTotalInten_MITO,1A1,4.318665474,0.001750301,3.093471695,0.007164623,MITO,panelA,int,-6.347967786,-4.93859984,MitoTrackerDR,plate1_rep1,MitoTrackerDR,6.347967786,p1.r1,Mitochondria
RingTotalInten_MITO,1A2,4.433813286,0.001488434,2.924113786,0.009839417,MITO,panelA,int,-6.510030596,-4.621358779,MitoTrackerDR,plate1_rep2,MitoTrackerDR,6.510030596,p1.r2,Mitochondria
RingTotalInten_MITO,1A3,12.37835377,7.57E-07,3.187919962,0.006023067,MITO,panelA,int,-14.09358149,-5.112158621,MitoTrackerDR,plate1_rep3,MitoTrackerDR,14.09358149,p1.r3,Mitochondria
RingTotalInten_MITO,2A1,4.514366401,0.001330735,3.153761405,0.006411482,MITO,panelA,int,-6.622023997,-5.049664854,MitoTrackerDR,plate2_rep1,MitoTrackerDR,6.622023997,p2.r1,Mitochondria
