feature,plate,F_r,P_r,F_c,P_c,Channel,Channel_color,feature_type,P_r_log,P_c_log,marker,plate_rep,marker_sub,log_neg,plate_rep1,cell_struc
RingSpotAvgInten_Perox,1B2,1.228717646,0.329583355,1.967257307,0.067940478,Perox,panelB,int,-1.109925982,-2.689123286,PeroxisomeGFP,plate1_rep2,PeroxisomeGFP,1.109925982,p1.r2,Peroxisomes
RingSpotAvgInten_Perox,1B3,1.649125104,0.152440978,0.727932814,0.762080772,Perox,panelB,int,-1.880977789,-0.271702729,PeroxisomeGFP,plate1_rep3,PeroxisomeGFP,1.880977789,p1.r3,Peroxisomes
RingSpotAvgInten_Perox,2B1,1.059474289,0.440752255,1.222190529,0.32843437,Perox,panelB,int,-0.819272343,-1.113418246,PeroxisomeGFP,plate2_rep1,PeroxisomeGFP,0.819272343,p2.r1,Peroxisomes
RingSpotAvgInten_Perox,2B2,1.81962412,0.110802669,2.632016694,0.017319316,Perox,panelB,int,-2.200004416,-4.055932897,PeroxisomeGFP,plate2_rep2,PeroxisomeGFP,2.200004416,p2.r2,Peroxisomes
RingSpotAvgInten_Perox,2B3,1.25723976,0.313314949,0.446381033,0.963213866,Perox,panelB,int,-1.160546366,-0.037479809,PeroxisomeGFP,plate2_rep3,PeroxisomeGFP,1.160546366,p2.r3,Peroxisomes
RingSpotTotalArea_Perox,1B1,0.775091544,0.67615327,0.835901525,0.657036111,Perox,panelB,non-int,-0.391335498,-0.420016299,PeroxisomeGFP,plate1_rep1,PeroxisomeGFP,0.391335498,p1.r1,Peroxisomes
RingSpotTotalArea_Perox,1B2,2.005244663,0.078390153,1.452993229,0.203809954,Perox,panelB,non-int,-2.546056964,-1.590567319,PeroxisomeGFP,plate1_rep2,PeroxisomeGFP,2.546056964,p1.r2,Peroxisomes
RingSpotTotalArea_Perox,1B3,2.246536126,0.050272245,1.441712164,0.208723262,Perox,panelB,non-int,-2.990302134,-1.56674601,PeroxisomeGFP,plate1_rep3,PeroxisomeGFP,2.990302134,p1.r3,Peroxisomes
RingSpotTotalArea_Perox,2B1,0.629492689,0.802516609,0.805012487,0.687402368,Perox,panelB,non-int,-0.220002727,-0.374835469,PeroxisomeGFP,plate2_rep1,PeroxisomeGFP,0.220002727,p2.r1,Peroxisomes
RingSpotTotalArea_Perox,2B2,0.533085266,0.876643663,0.544522813,0.912409483,Perox,panelB,non-int,-0.131654683,-0.091666395,PeroxisomeGFP,plate2_rep2,PeroxisomeGFP,0.131654683,p2.r2,Peroxisomes
RingSpotTotalArea_Perox,2B3,0.71431688,0.729901879,0.819698924,0.672966595,Perox,panelB,non-int,-0.314845167,-0.396059587,PeroxisomeGFP,plate2_rep3,PeroxisomeGFP,0.314845167,p2.r3,Peroxisomes
RingSpotAvgArea_Perox,1B1,0.772184185,0.67873196,1.490660362,0.18818199,Perox,panelB,non-int,-0.387528986,-1.670345754,PeroxisomeGFP,plate1_rep1,PeroxisomeGFP,0.387528986,p1.r1,Peroxisomes
RingSpotAvgArea_Perox,1B2,1.646404099,0.153218371,0.966941584,0.531398159,Perox,panelB,non-int,-1.875891117,-0.632243709,PeroxisomeGFP,plate1_rep2,PeroxisomeGFP,1.875891117,p1.r2,Peroxisomes
RingSpotAvgArea_Perox,1B3,0.874478796,0.588965365,0.736967602,0.753494741,Perox,panelB,non-int,-0.529387899,-0.28303324,PeroxisomeGFP,plate1_rep3,PeroxisomeGFP,0.529387899,p1.r3,Peroxisomes
RingSpotAvgArea_Perox,2B1,0.746252347,0.701722339,0.906029928,0.588734447,Perox,panelB,non-int,-0.354217482,-0.529780051,PeroxisomeGFP,plate2_rep1,PeroxisomeGFP,0.354217482,p2.r1,Peroxisomes
RingSpotAvgArea_Perox,2B2,2.015400022,0.076926622,1.333939385,0.261494976,Perox,panelB,non-int,-2.564903278,-1.341340208,PeroxisomeGFP,plate2_rep2,PeroxisomeGFP,2.564903278,p2.r2,Peroxisomes
RingSpotAvgArea_Perox,2B3,0.844574124,0.614887468,1.190219469,0.350046533,Perox,panelB,non-int,-0.486316007,-1.049689181,PeroxisomeGFP,plate2_rep3,PeroxisomeGFP,0.486316007,p2.r3,Peroxisomes
RingSpotCount_Perox,1B1,0.87413662,0.589259769,1.049602121,0.458349946,Perox,panelB,non-int,-0.528888159,-0.780122312,PeroxisomeGFP,plate1_rep1,PeroxisomeGFP,0.528888159,p1.r1,Peroxisomes
RingSpotCount_Perox,1B2,1.290646408,0.295141071,1.143277735,0.383815251,Perox,panelB,non-int,-1.220301832,-0.957593958,PeroxisomeGFP,plate1_rep2,PeroxisomeGFP,1.220301832,p1.r2,Peroxisomes
RingSpotCount_Perox,1B3,3.150968113,0.010434745,1.857128736,0.085914762,Perox,panelB,non-int,-4.562614149,-2.454399619,PeroxisomeGFP,plate1_rep3,PeroxisomeGFP,4.562614149,p1.r3,Peroxisomes
RingSpotCount_Perox,2B1,0.873422003,0.589874795,0.72037168,0.769216103,Perox,panelB,non-int,-0.527844977,-0.262383331,PeroxisomeGFP,plate2_rep1,PeroxisomeGFP,0.527844977,p2.r1,Peroxisomes
RingSpotCount_Perox,2B2,0.38654057,0.958546459,0.6512601,0.831588275,Perox,panelB,non-int,-0.042337248,-0.184417822,PeroxisomeGFP,plate2_rep2,PeroxisomeGFP,0.042337248,p2.r2,Peroxisomes
RingSpotCount_Perox,2B3,1.129942735,0.391409276,1.088195205,0.426513699,Perox,panelB,non-int,-0.938001524,-0.852110793,PeroxisomeGFP,plate2_rep3,PeroxisomeGFP,0.938001524,p2.r3,Peroxisomes
CircSpotTotalInten_Perox,1B1,1.416511562,0.234785134,1.963947237,0.068419938,Perox,panelB,int,-1.449084507,-2.682091008,PeroxisomeGFP,plate1_rep1,PeroxisomeGFP,1.449084507,p1.r1,Peroxisomes
CircSpotTotalInten_Perox,1B2,0.755179452,0.693812692,0.509165695,0.93356823,Perox,panelB,int,-0.365553252,-0.068741228,PeroxisomeGFP,plate1_rep2,PeroxisomeGFP,0.365553252,p1.r2,Peroxisomes
CircSpotTotalInten_Perox,1B3,1.722361296,0.132922021,1.456080126,0.20248453,Perox,panelB,int,-2.017992632,-1.597091792,PeroxisomeGFP,plate1_rep3,PeroxisomeGFP,2.017992632,p1.r3,Peroxisomes
CircSpotTotalInten_Perox,2B1,0.374870047,0.963075668,0.814880224,0.677704721,Perox,panelB,int,-0.037623295,-0.389043601,PeroxisomeGFP,plate2_rep1,PeroxisomeGFP,0.037623295,p2.r1,Peroxisomes
CircSpotTotalInten_Perox,2B2,1.050847427,0.447086484,1.850620893,0.087118407,Perox,panelB,int,-0.805003226,-2.440487081,PeroxisomeGFP,plate2_rep2,PeroxisomeGFP,0.805003226,p2.r2,Peroxisomes
CircSpotTotalInten_Perox,2B3,0.976886619,0.503883097,0.869901545,0.623723781,Perox,panelB,int,-0.685410989,-0.472047668,PeroxisomeGFP,plate2_rep3,PeroxisomeGFP,0.685410989,p2.r3,Peroxisomes
CircSpotAvgInten_Perox,1B1,0.80756071,0.647402552,1.041244816,0.465444203,Perox,panelB,int,-0.434786996,-0.764763054,PeroxisomeGFP,plate1_rep1,PeroxisomeGFP,0.434786996,p1.r1,Peroxisomes
CircSpotAvgInten_Perox,1B2,1.269305188,0.306642483,1.632682655,0.138976808,Perox,panelB,int,-1.18207276,-1.97344821,PeroxisomeGFP,plate1_rep2,PeroxisomeGFP,1.18207276,p1.r2,Peroxisomes
CircSpotAvgInten_Perox,1B3,1.783161914,0.118624647,0.723230272,0.766524164,Perox,panelB,int,-2.131791002,-0.265889056,PeroxisomeGFP,plate1_rep3,PeroxisomeGFP,2.131791002,p1.r3,Peroxisomes
CircSpotAvgInten_Perox,2B1,1.001914891,0.484178196,1.089461685,0.425495293,Perox,panelB,int,-0.725302267,-0.854501394,PeroxisomeGFP,plate2_rep1,PeroxisomeGFP,0.725302267,p2.r1,Peroxisomes
CircSpotAvgInten_Perox,2B2,2.023136799,0.075830577,2.610694501,0.018065348,Perox,panelB,int,-2.57925368,-4.013759643,PeroxisomeGFP,plate2_rep2,PeroxisomeGFP,2.57925368,p2.r2,Peroxisomes
CircSpotAvgInten_Perox,2B3,1.250513956,0.317088284,0.350528851,0.989462624,Perox,panelB,int,-1.148575047,-0.010593287,PeroxisomeGFP,plate2_rep3,PeroxisomeGFP,1.148575047,p2.r3,Peroxisomes
CircSpotTotalArea_Perox,1B1,1.439451607,0.225085723,1.306545168,0.276699888,Perox,panelB,non-int,-1.49127396,-1.284821797,PeroxisomeGFP,plate1_rep1,PeroxisomeGFP,1.49127396,p1.r1,Peroxisomes
CircSpotTotalArea_Perox,1B2,1.417782606,0.234237715,1.022990598,0.481178142,Perox,panelB,non-int,-1.451418803,-0.731517719,PeroxisomeGFP,plate1_rep2,PeroxisomeGFP,1.451418803,p1.r2,Peroxisomes
CircSpotTotalArea_Perox,1B3,2.492855059,0.032246662,1.699657055,0.120389083,Perox,panelB,non-int,-3.434340753,-2.11702642,PeroxisomeGFP,plate1_rep3,PeroxisomeGFP,3.434340753,p1.r3,Peroxisomes
CircSpotTotalArea_Perox,2B1,0.415535969,0.945957767,0.467090935,0.954573811,Perox,panelB,non-int,-0.055557355,-0.046490309,PeroxisomeGFP,plate2_rep1,PeroxisomeGFP,0.055557355,p2.r1,Peroxisomes
CircSpotTotalArea_Perox,2B2,1.391310483,0.245885805,1.26345271,0.302183764,Perox,panelB,non-int,-1.402888056,-1.196719958,PeroxisomeGFP,plate2_rep2,PeroxisomeGFP,1.402888056,p2.r2,Peroxisomes
CircSpotTotalArea_Perox,2B3,0.909601895,0.559063928,0.597373732,0.875269772,Perox,panelB,non-int,-0.58149145,-0.133223129,PeroxisomeGFP,plate2_rep3,PeroxisomeGFP,0.58149145,p2.r3,Peroxisomes
CircSpotAvgArea_Perox,1B1,0.800511532,0.653632639,1.304368966,0.277940525,Perox,panelB,non-int,-0.4252098,-1.280348126,PeroxisomeGFP,plate1_rep1,PeroxisomeGFP,0.4252098,p1.r1,Peroxisomes
CircSpotAvgArea_Perox,1B2,1.831671767,0.108334363,1.204030305,0.340573106,Perox,panelB,non-int,-2.222532879,-1.077125475,PeroxisomeGFP,plate1_rep2,PeroxisomeGFP,2.222532879,p1.r2,Peroxisomes
CircSpotAvgArea_Perox,1B3,1.125333292,0.394504364,1.268236399,0.299258511,Perox,panelB,non-int,-0.930125076,-1.206447492,PeroxisomeGFP,plate1_rep3,PeroxisomeGFP,0.930125076,p1.r3,Peroxisomes
CircSpotAvgArea_Perox,2B1,0.440839042,0.933436451,0.320632668,0.993688299,Perox,panelB,non-int,-0.068882395,-0.006331704,PeroxisomeGFP,plate2_rep1,PeroxisomeGFP,0.068882395,p2.r1,Peroxisomes
CircSpotAvgArea_Perox,2B2,2.1120236,0.064337245,1.564414737,0.160830157,Perox,panelB,non-int,-2.743616584,-1.827406394,PeroxisomeGFP,plate2_rep2,PeroxisomeGFP,2.743616584,p2.r2,Peroxisomes
CircSpotAvgArea_Perox,2B3,0.639173535,0.794483447,0.583453959,0.885649045,Perox,panelB,non-int,-0.230063127,-0.121434518,PeroxisomeGFP,plate2_rep3,PeroxisomeGFP,0.230063127,p2.r3,Peroxisomes
CircSpotCount_Perox,1B1,1.072304414,0.431448591,1.007995775,0.494340071,Perox,panelB,non-int,-0.840606915,-0.704531596,PeroxisomeGFP,plate1_rep1,PeroxisomeGFP,0.840606915,p1.r1,Peroxisomes
CircSpotCount_Perox,1B2,1.610345402,0.163895549,0.921908893,0.573557223,Perox,panelB,non-int,-1.808525953,-0.555897569,PeroxisomeGFP,plate1_rep2,PeroxisomeGFP,1.808525953,p1.r2,Peroxisomes
CircSpotCount_Perox,1B3,2.300956355,0.045533336,1.548192308,0.166496306,Perox,panelB,non-int,-3.089310554,-1.792782156,PeroxisomeGFP,plate1_rep3,PeroxisomeGFP,3.089310554,p1.r3,Peroxisomes
CircSpotCount_Perox,2B1,1.061130091,0.439543688,1.025048754,0.479388061,Perox,panelB,non-int,-0.822018162,-0.73524486,PeroxisomeGFP,plate2_rep1,PeroxisomeGFP,0.822018162,p2.r1,Peroxisomes
CircSpotCount_Perox,2B2,0.752306514,0.696359076,1.069158028,0.442025299,Perox,panelB,non-int,-0.361889837,-0.81638816,PeroxisomeGFP,plate2_rep2,PeroxisomeGFP,0.361889837,p2.r2,Peroxisomes
CircSpotCount_Perox,2B3,0.603048311,0.823995914,0.655378722,0.828046493,Perox,panelB,non-int,-0.193589708,-0.188685975,PeroxisomeGFP,plate2_rep3,PeroxisomeGFP,0.193589708,p2.r3,Peroxisomes
TotalInten_Perox,1B1,1.226253343,0.331021861,0.796641758,0.695618895,Perox,panelB,int,-1.105570859,-0.362953334,PeroxisomeGFP,plate1_rep1,PeroxisomeGFP,1.105570859,p1.r1,Peroxisomes
TotalInten_Perox,1B2,1.624171976,0.159717843,1.252728211,0.308830441,Perox,panelB,int,-1.834346503,-1.174962888,PeroxisomeGFP,plate1_rep2,PeroxisomeGFP,1.834346503,p1.r2,Peroxisomes
TotalInten_Perox,1B3,1.856297714,0.103460909,1.017729629,0.485772117,Perox,panelB,int,-2.26856143,-0.722015659,PeroxisomeGFP,plate1_rep3,PeroxisomeGFP,2.26856143,p1.r3,Peroxisomes
TotalInten_Perox,2B1,0.884995389,0.579944634,0.579690043,0.888385111,Perox,panelB,int,-0.544822639,-0.118349947,PeroxisomeGFP,plate2_rep1,PeroxisomeGFP,0.544822639,p2.r1,Peroxisomes
TotalInten_Perox,2B2,3.405709673,0.006906601,1.920682571,0.075017337,Perox,panelB,int,-4.975277647,-2.590036033,PeroxisomeGFP,plate2_rep2,PeroxisomeGFP,4.975277647,p2.r2,Peroxisomes
TotalInten_Perox,2B3,1.286466992,0.297363431,1.121498882,0.400304463,Perox,panelB,int,-1.212800214,-0.915529863,PeroxisomeGFP,plate2_rep3,PeroxisomeGFP,1.212800214,p2.r3,Peroxisomes
AvgInten_Perox,1B1,1.099173296,0.412423368,1.173852692,0.361544833,Perox,panelB,int,-0.885704866,-1.017369224,PeroxisomeGFP,plate1_rep1,PeroxisomeGFP,0.885704866,p1.r1,Peroxisomes
AvgInten_Perox,1B2,1.763179803,0.123144762,1.119789426,0.40162063,Perox,panelB,int,-2.094394689,-0.912247343,PeroxisomeGFP,plate1_rep2,PeroxisomeGFP,2.094394689,p1.r2,Peroxisomes
AvgInten_Perox,1B3,1.764047982,0.122944824,1.222686481,0.328107915,Perox,panelB,int,-2.096019607,-1.114412715,PeroxisomeGFP,plate1_rep3,PeroxisomeGFP,2.096019607,p1.r3,Peroxisomes
AvgInten_Perox,2B1,0.563513506,0.854591113,1.253216482,0.308525156,Perox,panelB,int,-0.157132155,-1.175951895,PeroxisomeGFP,plate2_rep1,PeroxisomeGFP,0.157132155,p2.r1,Peroxisomes
AvgInten_Perox,2B2,1.88633482,0.097816805,3.756644306,0.00222514,Perox,panelB,int,-2.324658882,-6.107935422,PeroxisomeGFP,plate2_rep2,PeroxisomeGFP,2.324658882,p2.r2,Peroxisomes
AvgInten_Perox,2B3,1.327877155,0.275980022,1.365859728,0.244721238,Perox,panelB,int,-1.287426799,-1.40763552,PeroxisomeGFP,plate2_rep3,PeroxisomeGFP,1.287426799,p2.r3,Peroxisomes
RingTotalInten_Lipids,1B1,4.337346997,0.001704608,0.901792253,0.592808005,Lipids,panelB,int,-6.374420266,-0.522884701,LipidTOXDR,plate1_rep1,LipidTOXDR,6.374420266,p1.r1,Lipids
RingTotalInten_Lipids,1B2,5.754012936,0.000270589,2.63988806,0.017052284,Lipids,panelB,int,-8.214909695,-4.071471146,LipidTOXDR,plate1_rep2,LipidTOXDR,8.214909695,p1.r2,Lipids
RingTotalInten_Lipids,1B3,3.827588709,0.003589905,1.874370005,0.082807331,Lipids,panelB,int,-5.629629528,-2.491238678,LipidTOXDR,plate1_rep3,LipidTOXDR,5.629629528,p1.r3,Lipids
RingTotalInten_Lipids,2B1,1.403179937,0.240598587,1.502135894,0.183651297,Lipids,panelB,int,-1.424625348,-1.694716445,LipidTOXDR,plate2_rep1,LipidTOXDR,1.424625348,p2.r1,Lipids
RingTotalInten_Lipids,2B2,2.469875208,0.033595039,1.191465928,0.34918293,Lipids,panelB,int,-3.393376867,-1.052159338,LipidTOXDR,plate2_rep2,LipidTOXDR,3.393376867,p2.r2,Lipids
RingTotalInten_Lipids,2B3,1.585129019,0.171791181,0.892641957,0.601634137,Lipids,panelB,int,-1.761475603,-0.508105764,LipidTOXDR,plate2_rep3,LipidTOXDR,1.761475603,p2.r3,Lipids
RingAvgInten_Lipids,1B1,2.852192594,0.017224824,1.373621551,0.240792149,Lipids,panelB,int,-4.061403677,-1.423821169,LipidTOXDR,plate1_rep1,LipidTOXDR,4.061403677,p1.r1,Lipids
RingAvgInten_Lipids,1B2,4.595814614,0.001189613,2.179713965,0.043429792,Lipids,panelB,int,-6.73412729,-3.136609626,LipidTOXDR,plate1_rep2,LipidTOXDR,6.73412729,p1.r2,Lipids
RingAvgInten_Lipids,1B3,2.429239687,0.036127574,2.148415731,0.046364435,Lipids,panelB,int,-3.320698878,-3.071222599,LipidTOXDR,plate1_rep3,LipidTOXDR,3.320698878,p1.r3,Lipids
RingAvgInten_Lipids,2B1,1.153241926,0.376051324,2.838509461,0.011585006,Lipids,panelB,int,-0.978029645,-4.458043565,LipidTOXDR,plate2_rep1,LipidTOXDR,0.978029645,p2.r1,Lipids
RingAvgInten_Lipids,2B2,2.55157992,0.029054912,2.603491978,0.018325047,Lipids,panelB,int,-3.538567727,-3.999486486,LipidTOXDR,plate2_rep2,LipidTOXDR,3.538567727,p2.r2,Lipids
RingAvgInten_Lipids,2B3,1.365305549,0.257843538,0.926083511,0.569591503,Lipids,panelB,int,-1.355402322,-0.562835837,LipidTOXDR,plate2_rep3,LipidTOXDR,1.355402322,p2.r3,Lipids
CircTotalInten_Lipids,1B1,3.203337551,0.009575491,0.719360987,0.770166171,Lipids,panelB,int,-4.648548506,-0.261148982,LipidTOXDR,plate1_rep1,LipidTOXDR,4.648548506,p1.r1,Lipids
CircTotalInten_Lipids,1B2,5.680828866,0.000295412,1.522831646,0.175742439,Lipids,panelB,int,-8.127138521,-1.73873577,LipidTOXDR,plate1_rep2,LipidTOXDR,8.127138521,p1.r2,Lipids
CircTotalInten_Lipids,1B3,3.108189695,0.011198297,1.361534958,0.246935588,Lipids,panelB,int,-4.491993579,-1.398627753,LipidTOXDR,plate1_rep3,LipidTOXDR,4.491993579,p1.r3,Lipids
CircTotalInten_Lipids,2B1,2.177970866,0.056989325,1.648816852,0.134254318,Lipids,panelB,int,-2.864891309,-2.008019384,LipidTOXDR,plate2_rep1,LipidTOXDR,2.864891309,p2.r1,Lipids
CircTotalInten_Lipids,2B2,4.807472604,0.00089361,2.222837066,0.039701681,Lipids,panelB,int,-7.020241045,-3.226361762,LipidTOXDR,plate2_rep2,LipidTOXDR,7.020241045,p2.r2,Lipids
CircTotalInten_Lipids,2B3,0.765901419,0.684304763,0.629435356,0.849902951,Lipids,panelB,int,-0.3793519,-0.162633112,LipidTOXDR,plate2_rep3,LipidTOXDR,0.3793519,p2.r3,Lipids
CircAvgInten_Lipids,1B1,4.499343328,0.001358706,0.92499843,0.570621258,Lipids,panelB,int,-6.601222519,-0.561029586,LipidTOXDR,plate1_rep1,LipidTOXDR,6.601222519,p1.r1,Lipids
CircAvgInten_Lipids,1B2,4.887532431,0.000803486,2.295454132,0.03416448,Lipids,panelB,int,-7.126551022,-3.376568779,LipidTOXDR,plate1_rep2,LipidTOXDR,7.126551022,p1.r2,Lipids
CircAvgInten_Lipids,1B3,2.073396623,0.069092446,1.995568541,0.063978732,Lipids,panelB,int,-2.672309875,-2.749204562,LipidTOXDR,plate1_rep3,LipidTOXDR,2.672309875,p1.r3,Lipids
CircAvgInten_Lipids,2B1,2.042416616,0.073168865,2.002410615,0.063057629,Lipids,panelB,int,-2.614985296,-2.763706224,LipidTOXDR,plate2_rep1,LipidTOXDR,2.614985296,p2.r1,Lipids
CircAvgInten_Lipids,2B2,3.292742064,0.008279799,3.584946837,0.002979471,Lipids,panelB,int,-4.793936555,-5.816009625,LipidTOXDR,plate2_rep2,LipidTOXDR,4.793936555,p2.r2,Lipids
CircAvgInten_Lipids,2B3,2.869988249,0.016709513,0.950159698,0.546941369,Lipids,panelB,int,-4.09177709,-0.603413668,LipidTOXDR,plate2_rep3,LipidTOXDR,4.09177709,p2.r3,Lipids
RingSpotTotalInten_Lipids,1B1,1.422811038,0.232083629,1.039111163,0.467266504,Lipids,panelB,int,-1.460657503,-0.760855511,LipidTOXDR,plate1_rep1,LipidTOXDR,1.460657503,p1.r1,Lipids
RingSpotTotalInten_Lipids,1B2,3.284349932,0.008392977,0.981669651,0.517939193,Lipids,panelB,int,-4.780359946,-0.657897432,LipidTOXDR,plate1_rep2,LipidTOXDR,4.780359946,p1.r2,Lipids
RingSpotTotalInten_Lipids,1B3,2.447064849,0.034992644,1.137670758,0.388010815,Lipids,panelB,int,-3.352617409,-0.946722065,LipidTOXDR,plate1_rep3,LipidTOXDR,3.352617409,p1.r3,Lipids
RingSpotTotalInten_Lipids,2B1,1.347989405,0.266096481,1.308789607,0.275425441,Lipids,panelB,int,-1.323896325,-1.289438317,LipidTOXDR,plate2_rep1,LipidTOXDR,1.323896325,p2.r1,Lipids
RingSpotTotalInten_Lipids,2B2,1.123640945,0.395645412,1.223075309,0.32785216,Lipids,panelB,int,-0.927236893,-1.115192502,LipidTOXDR,plate2_rep2,LipidTOXDR,0.927236893,p2.r2,Lipids
RingSpotTotalInten_Lipids,2B3,1.149432359,0.378529683,0.830311667,0.662530762,Lipids,panelB,int,-0.971460786,-0.411688289,LipidTOXDR,plate2_rep3,LipidTOXDR,0.971460786,p2.r3,Lipids
RingSpotAvgInten_Lipids,1B1,0.632338741,0.800163695,0.846120827,0.646999552,Lipids,panelB,int,-0.222938954,-0.435409676,LipidTOXDR,plate1_rep1,LipidTOXDR,0.222938954,p1.r1,Lipids
RingSpotAvgInten_Lipids,1B2,2.758826341,0.020222136,3.19138033,0.005985161,Lipids,panelB,int,-3.900977426,-5.118472029,LipidTOXDR,plate1_rep2,LipidTOXDR,3.900977426,p1.r2,Lipids
RingSpotAvgInten_Lipids,1B3,0.605467451,0.822061691,1.004586523,0.497361556,Lipids,panelB,int,-0.195939836,-0.69843804,LipidTOXDR,plate1_rep3,LipidTOXDR,0.195939836,p1.r3,Lipids
RingSpotAvgInten_Lipids,2B1,1.555122203,0.181669079,1.711564433,0.117353515,Lipids,panelB,int,-1.705568493,-2.142564403,LipidTOXDR,plate2_rep1,LipidTOXDR,1.705568493,p2.r1,Lipids
RingSpotAvgInten_Lipids,2B2,2.572312053,0.02800968,2.525989635,0.02138562,Lipids,panelB,int,-3.575205114,-3.845036568,LipidTOXDR,plate2_rep2,LipidTOXDR,3.575205114,p2.r2,Lipids
RingSpotAvgInten_Lipids,2B3,1.767902033,0.122061181,0.917345664,0.577904095,Lipids,panelB,int,-2.103232879,-0.548347349,LipidTOXDR,plate2_rep3,LipidTOXDR,2.103232879,p2.r3,Lipids
RingSpotTotalArea_Lipids,1B1,2.05090833,0.072027337,1.268071277,0.29935908,Lipids,panelB,non-int,-2.630709556,-1.20611149,LipidTOXDR,plate1_rep1,LipidTOXDR,2.630709556,p1.r1,Lipids
RingSpotTotalArea_Lipids,1B2,3.588788339,0.005176529,1.408672959,0.223756066,Lipids,panelB,non-int,-5.263620601,-1.497198811,LipidTOXDR,plate1_rep2,LipidTOXDR,5.263620601,p1.r2,Lipids
RingSpotTotalArea_Lipids,1B3,1.906070622,0.094280042,0.637108561,0.843553904,Lipids,panelB,non-int,-2.361485753,-0.170131474,LipidTOXDR,plate1_rep3,LipidTOXDR,2.361485753,p1.r3,Lipids
RingSpotTotalArea_Lipids,2B1,1.567193749,0.177630854,0.956944027,0.540632205,Lipids,panelB,non-int,-1.728047733,-0.615016074,LipidTOXDR,plate2_rep1,LipidTOXDR,1.728047733,p2.r1,Lipids
RingSpotTotalArea_Lipids,2B2,0.636310045,0.796868243,0.594281713,0.877610146,Lipids,panelB,non-int,-0.22706593,-0.130552809,LipidTOXDR,plate2_rep2,LipidTOXDR,0.22706593,p2.r2,Lipids
RingSpotTotalArea_Lipids,2B3,0.990407592,0.493178616,0.778096608,0.713765461,Lipids,panelB,non-int,-0.706883866,-0.337200856,LipidTOXDR,plate2_rep3,LipidTOXDR,0.706883866,p2.r3,Lipids
RingSpotAvgArea_Lipids,1B1,1.619423747,0.161140633,0.98528462,0.514663071,Lipids,panelB,non-int,-1.825477796,-0.664242824,LipidTOXDR,plate1_rep1,LipidTOXDR,1.825477796,p1.r1,Lipids
RingSpotAvgArea_Lipids,1B2,2.300472117,0.04557337,0.752942643,0.738173423,Lipids,panelB,non-int,-3.088431719,-0.303576491,LipidTOXDR,plate1_rep2,LipidTOXDR,3.088431719,p1.r2,Lipids
RingSpotAvgArea_Lipids,1B3,0.713452213,0.73066111,0.703085684,0.785333669,Lipids,panelB,non-int,-0.313805524,-0.241646595,LipidTOXDR,plate1_rep3,LipidTOXDR,0.313805524,p1.r3,Lipids
RingSpotAvgArea_Lipids,2B1,1.420041516,0.233267756,0.860884768,0.632532331,Lipids,panelB,non-int,-1.455568316,-0.458023943,LipidTOXDR,plate2_rep1,LipidTOXDR,1.455568316,p2.r1,Lipids
RingSpotAvgArea_Lipids,2B2,1.975116351,0.082903181,0.689799279,0.797512804,Lipids,panelB,non-int,-2.490081842,-0.226257389,LipidTOXDR,plate2_rep2,LipidTOXDR,2.490081842,p2.r2,Lipids
RingSpotAvgArea_Lipids,2B3,1.632505425,0.15725047,0.979481324,0.519927723,Lipids,panelB,non-int,-1.849915392,-0.654065471,LipidTOXDR,plate2_rep3,LipidTOXDR,1.849915392,p2.r3,Lipids
RingSpotCount_Lipids,1B1,1.579422999,0.17362854,1.154665622,0.375400223,Lipids,panelB,non-int,-1.750837092,-0.979762562,LipidTOXDR,plate1_rep1,LipidTOXDR,1.750837092,p1.r1,Lipids
RingSpotCount_Lipids,1B2,1.955118483,0.086045506,0.933538308,0.562536888,Lipids,panelB,non-int,-2.452878989,-0.575298568,LipidTOXDR,plate1_rep2,LipidTOXDR,2.452878989,p1.r2,Lipids
RingSpotCount_Lipids,1B3,2.006214743,0.078249119,1.329715396,0.263790066,Lipids,panelB,non-int,-2.547857714,-1.332601698,LipidTOXDR,plate1_rep3,LipidTOXDR,2.547857714,p1.r3,Lipids
RingSpotCount_Lipids,2B1,2.449777602,0.034823256,1.55635012,0.163623204,Lipids,panelB,non-int,-3.357469848,-1.81018903,LipidTOXDR,plate2_rep1,LipidTOXDR,3.357469848,p2.r1,Lipids
RingSpotCount_Lipids,2B2,0.542471359,0.869994621,0.559327319,0.902643202,Lipids,panelB,non-int,-0.13926825,-0.102427929,LipidTOXDR,plate2_rep2,LipidTOXDR,0.13926825,p2.r2,Lipids
RingSpotCount_Lipids,2B3,0.943904974,0.530552633,0.767598398,0.723987469,Lipids,panelB,non-int,-0.633836112,-0.322981195,LipidTOXDR,plate2_rep3,LipidTOXDR,0.633836112,p2.r3,Lipids
CircSpotTotalInten_Lipids,1B1,1.699986482,0.138606431,0.832061401,0.660810579,Lipids,panelB,int,-1.976116791,-0.414288048,LipidTOXDR,plate1_rep1,LipidTOXDR,1.976116791,p1.r1,Lipids
CircSpotTotalInten_Lipids,1B2,5.827175714,0.000248036,2.328794105,0.031900794,Lipids,panelB,int,-8.301936821,-3.445124383,LipidTOXDR,plate1_rep2,LipidTOXDR,8.301936821,p1.r2,Lipids
CircSpotTotalInten_Lipids,1B3,1.357657566,0.261459619,0.947745752,0.549194351,Lipids,panelB,int,-1.341475427,-0.599302892,LipidTOXDR,plate1_rep3,LipidTOXDR,1.341475427,p1.r3,Lipids
