"","feature","plate","F_r","P_r","F_c","P_c","Channel","Channel_color","feature_type","P_r_log","P_c_log"
"149","RingTotalInten_Perox","2B2",1.12465629309299,0.394960521461137,0.820131649418711,0.67254106888682,"Perox","panelB","int",-0.928969464743924,-0.396692100394093
"150","RingTotalInten_Perox","2B3",0.816825910639087,0.639229048432237,0.796243764008103,0.696009245008671,"Perox","panelB","int",-0.447492440581066,-0.3623923356775
"151","RingAvgInten_Perox","1B1",0.38196412235054,0.960359378951536,0.618918193124262,0.858436875576713,"Perox","panelB","int",-0.0404477114983678,-0.152642130087973
"152","RingAvgInten_Perox","1B2",1.40997141756476,0.23762064437112,1.59902809343968,0.14936005168781,"Perox","panelB","int",-1.43707980818427,-1.9013954336868
"153","RingAvgInten_Perox","1B3",1.55121052445799,0.182996549710945,0.935336152021218,0.560840931128079,"Perox","panelB","int",-1.69828798035701,-0.57831795889223
"154","RingAvgInten_Perox","2B1",1.075874514581,0.428884785921743,1.54494196228713,0.167654585298779,"Perox","panelB","int",-0.846566960408947,-1.78584945601875
"155","RingAvgInten_Perox","2B2",1.03392472967168,0.459692915562303,2.10064021810771,0.0512504207111294,"Perox","panelB","int",-0.777196587290874,-2.97103145199967
"156","RingAvgInten_Perox","2B3",1.87654821692076,0.0996204896510721,1.21456381215503,0.333488349997428,"Perox","panelB","int",-2.30638741616064,-1.09814734677806
"157","CircTotalInten_Perox","1B1",1.22625334261499,0.33102186143894,0.796641758274239,0.69561889477566,"Perox","panelB","int",-1.10557085914274,-0.362953333593668
"158","CircTotalInten_Perox","1B2",1.62417197635129,0.159717842758673,1.25272821130765,0.30883044075322,"Perox","panelB","int",-1.83434650327282,-1.17496288812125
"159","CircTotalInten_Perox","1B3",1.85629771370074,0.10346090886932,1.01772962881181,0.485772117312923,"Perox","panelB","int",-2.2685614297042,-0.722015659464862
"160","CircTotalInten_Perox","2B1",0.884995388891934,0.579944633632938,0.579690043062543,0.888385110910589,"Perox","panelB","int",-0.544822639251751,-0.118349946545587
"161","CircTotalInten_Perox","2B2",3.4057096729917,0.0069066010781763,1.92068257135058,0.0750173369311255,"Perox","panelB","int",-4.9752776467071,-2.5900360330773
"162","CircTotalInten_Perox","2B3",1.2864669919995,0.297363431157746,1.12149888236034,0.400304463359799,"Perox","panelB","int",-1.21280021432637,-0.915529863008801
"163","CircAvgInten_Perox","1B1",1.09917329641026,0.41242336760561,1.17385269155519,0.36154483345528,"Perox","panelB","int",-0.885704865967358,-1.01736922445006
"164","CircAvgInten_Perox","1B2",1.76317980282054,0.123144762023029,1.11978942611006,0.401620629743876,"Perox","panelB","int",-2.09439468862889,-0.912247343039801
"165","CircAvgInten_Perox","1B3",1.76404798233259,0.122944824305577,1.22268648100557,0.328107915251068,"Perox","panelB","int",-2.09601960713461,-1.11441271479809
"166","CircAvgInten_Perox","2B1",0.563513506384779,0.854591112860536,1.25321648159366,0.308525156228501,"Perox","panelB","int",-0.15713215500656,-1.17595189527076
"167","CircAvgInten_Perox","2B2",1.88633481965033,0.0978168054306617,3.75664430584041,0.00222514004860513,"Perox","panelB","int",-2.32465888203391,-6.10793542215146
